"id","name","division","category","background","task","input_format","constraints","sample_input","sample_output","test1_input","test1_output","test2_input","test2_output","test3_input","test3_output","test4_input","test4_output","test5_input","test5_output","test6_input","test6_output","test7_input","test7_output","test8_input","test8_output"
"P-012-5","Festival Seating","Platinum","Events","VIPs are seated along a single row: each seat has an integer enjoyment value (may be negative). You must seat at least one VIP. No two seated VIPs can sit in adjacent seats. Among all seating choices that reach the maximum total enjoyment, output the lexicographically smallest list of chosen seat indices (1-based). Lexicographic comparison treats the lists as sequences compared elementwise; shorter prefixes win if identical to that point.","First print the maximum total enjoyment (single integer). On the next line, print the chosen seat indices in increasing order separated by single spaces (1-based). You must choose at least one seat; if multiple selections tie on sum, output the lexicographically smallest index list.","Line 1: n (number of seats)
Line 2: n space-separated integers s1..sn (enjoyment values)","1 ≤ n ≤ 300000. Each si is integer with |si| ≤ 10^9. Expected O(n) time; reconstruction of one optimal set should be O(n).","5
2 7 9 3 1
","12
1 3 5
","5
2 7 9 3 1
","12
1 3 5
","1
5
","5
1
","6
5 5 5 5 5 5
","15
1 3 5
","4
6 0 6 0
","12
1 3
","3
-1 -2 -3
","-1
1
","5
4 1 4 1 4
","12
1 3 5
","4
0 0 0 0
","0
1
","7
1 2 3 4 5 6 7
","16
1 3 5 7
"
"P-013-1","Staircase Toll","Platinum","Dynamic Programming","You climb a staircase of n steps. Each step i (1..n) has a toll cost. You start before step 1 (position 0) with cost 0. From any position you may move forward by 1 or 2 steps. Some steps may be blocked (cost -1) and cannot be landed on.","Compute the minimum total toll to land exactly on step n. If step n cannot be reached under the rules, output -1. Tie-breaking is irrelevant — just report the minimum cost.","Line 1: n
Line 2: n integers cost[1] ... cost[n] (use -1 for blocked steps)","1 ≤ n ≤ 300000. Each cost[i] is either -1 or 0 ≤ cost[i] ≤ 10^9. Time: O(n) expected.","5
1 2 3 4 5
","9
","5
1 2 3 4 5
","9
","1
7
","7
","3
-1 -1 5
","-1
","4
1 1 1 1
","2
","6
0 0 0 0 0 0
","0
","5
10 100 10 100 10
","30
","4
-1 5 -1 2
","7
","2
-1 3
","3
"
"P-013-2","Frog Heights","Platinum","Dynamic Programming","A frog stands on stone 1 of n stones in a line. Each stone i has height h[i]. The frog can jump from stone i to i+1 or i+2. The energy cost of a jump i→j is |h[i]−h[j]|. The frog starts on stone 1 and wants to reach stone n.","Output the minimum total energy required to reach stone n. If n=1 output 0.","Line 1: n
Line 2: n integers h[1] ... h[n]
","1 ≤ n ≤ 300000. Each h[i] is an integer with |h[i]| ≤ 10^9. Time: O(n).","4
10 30 40 20
","30
","4
10 30 40 20
","30
","1
5
","0
","3
-5 0 5
","10
","2
100 100
","0
","6
1 100 1 100 1 100
","99
","5
0 10 20 30 40
","40
","2
-100 100
","200
","5
0 0 0 0 0
","0
"
"P-013-3","Required Checkpoints","Platinum","Dynamic Programming","Steps 1..n have costs; you start at position 0 (cost 0). You can jump forward by 1 or 2 steps and may not land on blocked steps (cost -1). You are given a list of checkpoints (positions). You must visit them in the exact order given. The journey ends at the last checkpoint; if the list is empty, you must end at step n.","Find the minimum total cost to perform a sequence of moves that visits the given checkpoints in order and finishes at the final required position. If any required visit is impossible, output -1. Visiting the same checkpoint twice in a row (repeated position in input) requires no movement and adds no cost.","Line 1: n k
Line 2: n integers cost[1] ... cost[n] (-1 for blocked)
Line 3: k integers p[1] ... p[k] (positions to visit in the given order). If k=0 the third line is omitted.","1 ≤ n ≤ 300000. 0 ≤ k ≤ n. Each cost[i] is -1 or 0 ≤ cost[i] ≤ 10^9. All 1 ≤ p[j] ≤ n. Time: O(n).","5 2
1 2 3 4 5
2 5
","10
","5 2
1 2 3 4 5
2 5
","10
","1 0
7
","7
","4 2
1 1 1 1
4 2
","-1
","4 2
1 -1 1 1
3 4
","3
","3 2
2 3 4
2 2
","3
","5 1
0 0 0 0 0
5
","0
","3 1
-1 -1 1
3
","-1
","6 3
1 2 3 4 5 6
2 4 6
","12
"
"P-013-4","Choose Start Step","Platinum","Dynamic Programming","You must land exactly on step n. Each step i has cost[i] (−1 means blocked). Before moving you may choose to start already standing on step 1 or on step 2 (if that position exists and is not blocked). When you start on a step you immediately pay that step's cost. From any landed position you may move forward by 1 or 2 steps. If both starting choices are possible, pick the one that yields smaller total cost; if costs tie, prefer starting at step 1.","Output two values: the minimum total cost and the chosen starting step (1 or 2). If no valid plan exists (neither start leads to step n), output -1 on a single line.","Line 1: n
Line 2: n integers cost[1] ... cost[n] (-1 for blocked)
","1 ≤ n ≤ 300000. Each cost[i] is -1 or 0 ≤ cost[i] ≤ 10^9. Time: O(n).","5
1 2 3 4 5
","9 1
","5
1 2 3 4 5
","9 1
","1
7
","7 1
","3
5 5 5
","10 1
","4
100 1 1 1
","3 2
","3
-1 2 3
","5 2
","2
-1 -1
","-1
","4
0 0 0 0
","0 1
","3
1 2 -1
","-1
"
"P-013-5","Two-step Penalty Frog","Platinum","Dynamic Programming","A frog stands on stone 1 and needs to reach stone n. Stone i has height h[i]. The frog can jump from i to i+1 or i+2. The cost of a jump i→j is |h[i]−h[j]| plus an extra penalty P whenever the jump length is 2 (the penalty applies for each such jump).","Output the minimum total cost to reach stone n. If n=1 output 0.","Line 1: n P
Line 2: n integers h[1] ... h[n]
","1 ≤ n ≤ 300000. 0 ≤ P ≤ 10^9. Each h[i] is integer with |h[i]| ≤ 10^9. Time: O(n).","4 5
10 30 40 20
","35
","4 5
10 30 40 20
","35
","4 0
10 30 40 20
","30
","1 7
100
","0
","5 100
1 100 1 100 1
","200
","3 5
-5 0 5
","10
","3 5
0 5 10
","10
","6 2
0 0 0 0 0 0
","0
","5 1
1 3 2 5 4
","6
"
"P-014-1","Classic Alphabet Decode","Platinum","strings","You have a string of decimal digits representing a sequence of tokens. A single-digit token is any digit '1'..'9' (the digit '0' is not a valid single token). A two-digit token is any two-digit number between 10 and 26 inclusive (its first digit cannot be '0'). You must count how many different ways the input string can be partitioned into valid tokens (each token is either one digit or two adjacent digits). Return the count modulo a given modulus.","Given a digit string s and an integer modulus m, compute the number of valid partitions of s into single- or two-digit tokens under the rules above. If there are no valid partitions output 0. Always reduce the final count modulo m (0 <= answer < m).","Line 1: a non-empty digit string s (length up to 100000)
Line 2: integer m (1 <= m <= 10^9+7)","1 <= |s| <= 100000. s contains only characters '0'..'9'. Single digit tokens allowed only for '1'..'9'. Two-digit tokens allowed only if the two-digit integer is between 10 and 26 inclusive. Time O(n).","12
100
","2
","12
100
","2
","0
1000
","0
","226
1000
","3
","1111
100
","5
","10
1000
","1
","100
1000000007
","0
","27
10
","1
","121212
1000000007
","13
"
"P-014-2","Packet Size Segments","Platinum","parsing","Interpret the digit string as adjacent packet descriptors. A single-digit packet is any digit '1'..'9' (not '0'). A two-digit packet is any two-digit number between 10 and 34 inclusive (first digit cannot be '0'). Count how many segmentations of the string into such packets exist, modulo m.","Given digit string s and modulus m, output the count of valid segmentations into single-digit packets (1..9) or two-digit packets (10..34). If no segmentation is valid output 0. Return answer modulo m (0 <= answer < m).","Line 1: digit string s
Line 2: integer m","1 <= |s| <= 100000. s only '0'..'9'. Single-digit packets allowed only for '1'..'9'. Two-digit packets allowed only for integers between 10 and 34 inclusive. Time O(n).","34
100
","2
","34
100
","2
","0
1000
","0
","101
1000
","1
","109
1000
","1
","35
100
","1
","111
1000
","3
","100
1000000007
","0
","1010
1000000007
","1
"
"P-014-3","Zero-Permissive 50-75 Codes","Platinum","variants","Here single-digit tokens may be any digit '0'..'9' (so '0' is allowed alone). Two-digit tokens are allowed only when the two-digit number is between 50 and 75 inclusive (so the first digit must be '5','6', or '7'). Count how many ways the string can be split into tokens (single-digit or allowed two-digit), modulo m.","Given digit string s and modulus m, compute the number of valid tokenizations where single digits '0'..'9' are always valid single tokens and two-digit tokens are valid only if their numeric value is between 50 and 75 inclusive. Output 0 if no tokenization exists. Return answer modulo m.","Line 1: digit string s
Line 2: integer m","1 <= |s| <= 100000. s only contains '0'..'9'. Single-digit tokens allowed for any digit 0..9. Two-digit tokens allowed only for integers 50..75 inclusive. Time O(n).","50
100
","2
","50
100
","2
","0
1000
","1
","49
100
","1
","5050
1000000007
","4
","75
1000
","2
","7550
1000000007
","5
","76
100
","1
","5051
1000000007
","4
"
"P-014-4","Exactly-k Two-Digits","Platinum","counting","Tokens follow the classic rule: single-digit tokens are '1'..'9' (no single '0'), two-digit tokens are integers 10..26 (first digit not '0'). In addition, you must use exactly k two-digit tokens in the partition.","Given digit string s, integer k, and modulus m, count partitions of s into valid tokens (single or two-digit as above) that use exactly k two-digit tokens. If none exist output 0. Return the count modulo m (0 <= answer < m).","Line 1: digit string s
Line 2: integers k m (0 <= k <= |s|)","1 <= |s| <= 100000. s is digits '0'..'9'. Single-digit tokens allowed only for '1'..'9'. Two-digit tokens allowed only for integers 10..26 inclusive. 0 <= k <= |s|. Time O(n*k) expected (k up to n).","12
1 100
","1
","12
1 100
","1
","10
0 1000
","0
","111
1 1000
","2
","1111
2 100
","1
","123
2 1000
","0
","1010
2 1000000007
","1
","226
1 1000000007
","2
","1212
2 1000000007
","1
"
"P-014-5","No Adjacent Two-Digits","Platinum","constraints","Standard tokens: single-digit tokens are '1'..'9' (no single '0'), two-digit tokens are integers 10..26 inclusive. Additionally, two two-digit tokens may not be adjacent in the partition — after a two-digit token there must be at least one single-digit token before another two-digit token.","Given digit string s and modulus m, count partitions into valid tokens that never place two two-digit tokens back-to-back. If no valid partitions exist output 0. Return the count modulo m.","Line 1: digit string s
Line 2: integer m","1 <= |s| <= 100000. s only '0'..'9'. Single-digit tokens allowed only for '1'..'9'. Two-digit tokens allowed only for integers 10..26 inclusive. Two-digit tokens are not allowed to appear consecutively in the chosen partition. Time O(n).","1212
100
","4
","1212
100
","4
","10
1000
","1
","1010
1000000007
","0
","100
100
","0
","1111
1000
","4
","1210
100
","1
","26
100
","2
","2610
1000000007
","1
"
"P-015-1","Exact Coupon Target","Platinum","Subset Sum","You have a collection of nonnegative coupons (each can be used at most once). A subset sum is the total value when you pick some coupons. Empty subset (picking none) yields sum 0. Determine whether you can pick a subset whose total equals a specified target.","Decide if some subset of the given n values sums exactly to target T. If yes print YES; otherwise print NO.","Line 1: n T
Line 2: n space-separated integers a1 a2 ... an","1 ≤ n ≤ 200; 0 ≤ ai ≤ 20000; 0 ≤ T ≤ 20000. Each ai may be zero; no negative values.","4 9
3 1 7 5","YES","4 9
3 1 7 5","YES","1 0
0","YES","6 10
5 5 5 5 0 0","YES","3 2
3 7 11","NO","4 100
20 30 10 39","NO","5 6
0 0 3 3 9","YES","10 23
1 2 3 4 5 6 7 8 9 10","YES","5 17
4 4 4 4 1","YES"
"P-015-2","Cap-Max Subset","Platinum","Optimization","Given nonnegative item values (each usable at most once) and a capacity cap C, we want the largest achievable total that does not exceed C. The empty selection yields 0.","Output a single integer: the maximum subset sum ≤ C that can be formed. The empty subset (sum 0) is always allowed.","Line 1: n C
Line 2: n space-separated integers a1 a2 ... an","1 ≤ n ≤ 200; 0 ≤ ai ≤ 20000; 0 ≤ C ≤ 20000.","4 15
7 8 3 1","15","4 15
7 8 3 1","15","1 5
10","0","5 20
5 5 5 5 5","20","3 0
0 0 0","0","6 100
10 15 20 5 5 8","63","7 50
25 25 25 10 5 5 2","50","10 37
1 2 3 4 5 6 7 8 9 10","37","5 14
6 6 6 1 1","14"
"P-015-3","Top-Up to Target","Platinum","Augmentation","You have nonnegative one-time-use values. Given a target T, you may need to increase T to a reachable total by adding some nonnegative extra x. If total of all values is less than T, it's impossible.","Find the minimal nonnegative integer x such that T+x equals some subset sum. If some subset already sums to T, answer 0. If the sum of all ai < T print -1.","Line 1: n T
Line 2: n space-separated integers a1 a2 ... an","1 ≤ n ≤ 200; 0 ≤ ai ≤ 20000; 0 ≤ T ≤ 20000.","5 11
3 1 7 5 9","0","5 11
3 1 7 5 9","0","3 50
10 20 19","-1","3 5
2 2 2","1","3 0
0 0 1","0","2 5
4 6","1","6 23
8 1 7 3 4 2","0","5 30
10 10 5 1 3","-1","1 1
0","-1"
"P-015-4","Minimize Partition Gap","Platinum","Partition","Split the multiset of nonnegative values into two groups (each value used at most once) to make the absolute difference of the two group sums as small as possible.","Output the minimal attainable absolute difference (a nonnegative integer).","Line 1: n
Line 2: n space-separated integers a1 a2 ... an","1 ≤ n ≤ 200; 0 ≤ ai ≤ 20000.","4
1 6 11 5","1","4
1 6 11 5","1","3
0 0 0","0","5
5 5 5 5 5","5","1
7","7","4
2 2 2 2","0","6
8 7 6 5 4 3","1","9
1 1 1 1 1 1 1 1 1","1","5
0 1 2 3 4","0"
"P-015-5","Within Deviation Finder","Platinum","Approximate Reach","Given nonnegative values (each used at most once), a target T and allowed deviation D, we want a subset sum s whose distance to T is ≤ D. If multiple s satisfy the allowed deviation, choose the one with smallest |s−T|; if still tied choose the smaller s.","If a valid subset sum exists print: FOUND s  (with that chosen s). Otherwise print: NOT FOUND","Line 1: n T D
Line 2: n space-separated integers a1 a2 ... an","1 ≤ n ≤ 200; 0 ≤ ai ≤ 20000; 0 ≤ T ≤ 20000; 0 ≤ D ≤ 20000.","5 15 2
8 7 5 3 2","FOUND 15","5 15 2
8 7 5 3 2","FOUND 15","3 10 1
9 2 11","FOUND 9","3 50 2
10 20 15","NOT FOUND","3 0 0
0 0 0","FOUND 0","5 12 1
7 5 6 1 1","FOUND 12","6 23 3
10 9 5 4 1 2","FOUND 23","1 7 0
7","FOUND 7","4 10 2
6 4 8 2","FOUND 10"
"P-016-1","Increasing Signal Length","Platinum","Dynamic Programming","An increasing subsequence keeps the original left-to-right order but may skip values. Each next chosen value must be strictly larger.","Print the maximum length of a strictly increasing subsequence. Use the stated rule exactly.","Line 1: N.
Line 2: N space-separated integers.","1 <= N <= 200000
values: -10^9 to 10^9","1
1","1","1
1","1","3
3 1 2","2","8
10 9 2 5 3 7 101 18","4","3
2 2 2","1","5
5 4 3 2 1","1","8
-1 3 4 5 2 2 2 2","4","10
0 8 4 12 2 10 6 14 1 9","4","6
1 3 2 4 3 5","4"
"P-016-2","Increasing Signal Length Planner","Platinum","Dynamic Programming","An increasing subsequence keeps the original left-to-right order but may skip values. Each next chosen value must be strictly larger.","Print the maximum length of a strictly increasing subsequence. Treat all values as part of one ordered scenario.","Line 1: N.
Line 2: N space-separated integers.","1 <= N <= 200000
values: -10^9 to 10^9","1
1","1","1
1","1","3
3 1 2","2","8
10 9 2 5 3 7 101 18","4","3
2 2 2","1","5
5 4 3 2 1","1","8
-1 3 4 5 2 2 2 2","4","10
0 8 4 12 2 10 6 14 1 9","4","6
1 3 2 4 3 5","4"
"P-016-3","Increasing Signal Length Checkpoint","Platinum","Dynamic Programming","An increasing subsequence keeps the original left-to-right order but may skip values. Each next chosen value must be strictly larger.","Print the maximum length of a strictly increasing subsequence. Report the defined result without extra text.","Line 1: N.
Line 2: N space-separated integers.","1 <= N <= 200000
values: -10^9 to 10^9","1
1","1","1
1","1","3
3 1 2","2","8
10 9 2 5 3 7 101 18","4","3
2 2 2","1","5
5 4 3 2 1","1","8
-1 3 4 5 2 2 2 2","4","10
0 8 4 12 2 10 6 14 1 9","4","6
1 3 2 4 3 5","4"
"P-016-4","Increasing Signal Length Tracker","Platinum","Dynamic Programming","An increasing subsequence keeps the original left-to-right order but may skip values. Each next chosen value must be strictly larger.","Print the maximum length of a strictly increasing subsequence. Keep the required tie rule unchanged.","Line 1: N.
Line 2: N space-separated integers.","1 <= N <= 200000
values: -10^9 to 10^9","1
1","1","1
1","1","3
3 1 2","2","8
10 9 2 5 3 7 101 18","4","3
2 2 2","1","5
5 4 3 2 1","1","8
-1 3 4 5 2 2 2 2","4","10
0 8 4 12 2 10 6 14 1 9","4","6
1 3 2 4 3 5","4"
"P-016-5","Increasing Signal Length Verifier","Platinum","Dynamic Programming","An increasing subsequence keeps the original left-to-right order but may skip values. Each next chosen value must be strictly larger.","Print the maximum length of a strictly increasing subsequence. Use the same input and output rules.","Line 1: N.
Line 2: N space-separated integers.","1 <= N <= 200000
values: -10^9 to 10^9","1
1","1","1
1","1","3
3 1 2","2","8
10 9 2 5 3 7 101 18","4","3
2 2 2","1","5
5 4 3 2 1","1","8
-1 3 4 5 2 2 2 2","4","10
0 8 4 12 2 10 6 14 1 9","4","6
1 3 2 4 3 5","4"
"P-017-1","Message Edit Distance","Platinum","Dynamic Programming","One edit may insert, delete, or replace one character. The edit distance is the fewest edits needed to change one text into another.","Print the minimum edit distance between strings A and B. Use the stated rule exactly.","Line 1: string A (possibly empty).
Line 2: string B (possibly empty).","length of each string: 0-500
characters are lowercase English letters","a
a","0","a
a","0","a
b","1","ab
a","1","kitten
sitting","3","abc
","3","
abc","3","intention
execution","5","abcd
abdc","2"
"P-017-2","Message Edit Distance Planner","Platinum","Dynamic Programming","One edit may insert, delete, or replace one character. The edit distance is the fewest edits needed to change one text into another.","Print the minimum edit distance between strings A and B. Treat all values as part of one ordered scenario.","Line 1: string A (possibly empty).
Line 2: string B (possibly empty).","length of each string: 0-500
characters are lowercase English letters","a
a","0","a
a","0","a
b","1","ab
a","1","kitten
sitting","3","abc
","3","
abc","3","intention
execution","5","abcd
abdc","2"
"P-017-3","Message Edit Distance Checkpoint","Platinum","Dynamic Programming","One edit may insert, delete, or replace one character. The edit distance is the fewest edits needed to change one text into another.","Print the minimum edit distance between strings A and B. Report the defined result without extra text.","Line 1: string A (possibly empty).
Line 2: string B (possibly empty).","length of each string: 0-500
characters are lowercase English letters","a
a","0","a
a","0","a
b","1","ab
a","1","kitten
sitting","3","abc
","3","
abc","3","intention
execution","5","abcd
abdc","2"
"P-017-4","Message Edit Distance Tracker","Platinum","Dynamic Programming","One edit may insert, delete, or replace one character. The edit distance is the fewest edits needed to change one text into another.","Print the minimum edit distance between strings A and B. Keep the required tie rule unchanged.","Line 1: string A (possibly empty).
Line 2: string B (possibly empty).","length of each string: 0-500
characters are lowercase English letters","a
a","0","a
a","0","a
b","1","ab
a","1","kitten
sitting","3","abc
","3","
abc","3","intention
execution","5","abcd
abdc","2"
"P-017-5","Message Edit Distance Verifier","Platinum","Dynamic Programming","One edit may insert, delete, or replace one character. The edit distance is the fewest edits needed to change one text into another.","Print the minimum edit distance between strings A and B. Use the same input and output rules.","Line 1: string A (possibly empty).
Line 2: string B (possibly empty).","length of each string: 0-500
characters are lowercase English letters","a
a","0","a
a","0","a
b","1","ab
a","1","kitten
sitting","3","abc
","3","
abc","3","intention
execution","5","abcd
abdc","2"
"P-018-1","Closest Two-Team Split","Platinum","Dynamic Programming","Split every item into one of two teams. The difference is the absolute difference between the two team totals.","Print the smallest possible difference between the two team sums. Use the stated rule exactly.","Line 1: N.
Line 2: N positive integers.","1 <= N <= 200
values: 1-1000","1
1","1","1
1","1","2
1 2","1","4
1 6 11 5","1","5
3 3 3 4 5","0","3
8 6 5","3","4
1 2 3 9","3","4
10 10 10 10","0","6
2 7 4 1 8 1","1"
"P-018-2","Closest Two-Team Split Planner","Platinum","Dynamic Programming","Split every item into one of two teams. The difference is the absolute difference between the two team totals.","Print the smallest possible difference between the two team sums. Treat all values as part of one ordered scenario.","Line 1: N.
Line 2: N positive integers.","1 <= N <= 200
values: 1-1000","1
1","1","1
1","1","2
1 2","1","4
1 6 11 5","1","5
3 3 3 4 5","0","3
8 6 5","3","4
1 2 3 9","3","4
10 10 10 10","0","6
2 7 4 1 8 1","1"
"P-018-3","Closest Two-Team Split Checkpoint","Platinum","Dynamic Programming","Split every item into one of two teams. The difference is the absolute difference between the two team totals.","Print the smallest possible difference between the two team sums. Report the defined result without extra text.","Line 1: N.
Line 2: N positive integers.","1 <= N <= 200
values: 1-1000","1
1","1","1
1","1","2
1 2","1","4
1 6 11 5","1","5
3 3 3 4 5","0","3
8 6 5","3","4
1 2 3 9","3","4
10 10 10 10","0","6
2 7 4 1 8 1","1"
"P-018-4","Closest Two-Team Split Tracker","Platinum","Dynamic Programming","Split every item into one of two teams. The difference is the absolute difference between the two team totals.","Print the smallest possible difference between the two team sums. Keep the required tie rule unchanged.","Line 1: N.
Line 2: N positive integers.","1 <= N <= 200
values: 1-1000","1
1","1","1
1","1","2
1 2","1","4
1 6 11 5","1","5
3 3 3 4 5","0","3
8 6 5","3","4
1 2 3 9","3","4
10 10 10 10","0","6
2 7 4 1 8 1","1"
"P-018-5","Closest Two-Team Split Verifier","Platinum","Dynamic Programming","Split every item into one of two teams. The difference is the absolute difference between the two team totals.","Print the smallest possible difference between the two team sums. Use the same input and output rules.","Line 1: N.
Line 2: N positive integers.","1 <= N <= 200
values: 1-1000","1
1","1","1
1","1","2
1 2","1","4
1 6 11 5","1","5
3 3 3 4 5","0","3
8 6 5","3","4
1 2 3 9","3","4
10 10 10 10","0","6
2 7 4 1 8 1","1"
"P-019-1","Minimum Refuel Stops","Platinum","Heaps","Each station is at a distance from the start and offers fuel. You may stop only at stations you can reach, and fuel is added to what remains in your tank.","Print the minimum number of refueling stops needed to reach the target, or -1 if impossible. Use the stated rule exactly.","Line 1: target startFuel N.
Next N lines: station distance and fuel, in increasing distance order.","1 <= target <= 10^9
0 <= startFuel <= 10^9
0 <= N <= 200000","10 10 0
","0","10 10 0
","0","100 10 4
10 60
20 30
30 30
60 40","2","100 1 1
10 100","-1","50 25 1
25 25","1","100 50 2
25 25
50 50","1","30 5 3
5 10
10 10
15 10","3","100 25 3
25 25
50 25
75 25","3","120 20 4
10 20
30 40
60 20
90 50","4"
"P-019-2","Minimum Refuel Stops Planner","Platinum","Heaps","Each station is at a distance from the start and offers fuel. You may stop only at stations you can reach, and fuel is added to what remains in your tank.","Print the minimum number of refueling stops needed to reach the target, or -1 if impossible. Treat all values as part of one ordered scenario.","Line 1: target startFuel N.
Next N lines: station distance and fuel, in increasing distance order.","1 <= target <= 10^9
0 <= startFuel <= 10^9
0 <= N <= 200000","10 10 0
","0","10 10 0
","0","100 10 4
10 60
20 30
30 30
60 40","2","100 1 1
10 100","-1","50 25 1
25 25","1","100 50 2
25 25
50 50","1","30 5 3
5 10
10 10
15 10","3","100 25 3
25 25
50 25
75 25","3","120 20 4
10 20
30 40
60 20
90 50","4"
"P-019-3","Minimum Refuel Stops Checkpoint","Platinum","Heaps","Each station is at a distance from the start and offers fuel. You may stop only at stations you can reach, and fuel is added to what remains in your tank.","Print the minimum number of refueling stops needed to reach the target, or -1 if impossible. Report the defined result without extra text.","Line 1: target startFuel N.
Next N lines: station distance and fuel, in increasing distance order.","1 <= target <= 10^9
0 <= startFuel <= 10^9
0 <= N <= 200000","10 10 0
","0","10 10 0
","0","100 10 4
10 60
20 30
30 30
60 40","2","100 1 1
10 100","-1","50 25 1
25 25","1","100 50 2
25 25
50 50","1","30 5 3
5 10
10 10
15 10","3","100 25 3
25 25
50 25
75 25","3","120 20 4
10 20
30 40
60 20
90 50","4"
"P-019-4","Minimum Refuel Stops Tracker","Platinum","Heaps","Each station is at a distance from the start and offers fuel. You may stop only at stations you can reach, and fuel is added to what remains in your tank.","Print the minimum number of refueling stops needed to reach the target, or -1 if impossible. Keep the required tie rule unchanged.","Line 1: target startFuel N.
Next N lines: station distance and fuel, in increasing distance order.","1 <= target <= 10^9
0 <= startFuel <= 10^9
0 <= N <= 200000","10 10 0
","0","10 10 0
","0","100 10 4
10 60
20 30
30 30
60 40","2","100 1 1
10 100","-1","50 25 1
25 25","1","100 50 2
25 25
50 50","1","30 5 3
5 10
10 10
15 10","3","100 25 3
25 25
50 25
75 25","3","120 20 4
10 20
30 40
60 20
90 50","4"
"P-019-5","Minimum Refuel Stops Verifier","Platinum","Heaps","Each station is at a distance from the start and offers fuel. You may stop only at stations you can reach, and fuel is added to what remains in your tank.","Print the minimum number of refueling stops needed to reach the target, or -1 if impossible. Use the same input and output rules.","Line 1: target startFuel N.
Next N lines: station distance and fuel, in increasing distance order.","1 <= target <= 10^9
0 <= startFuel <= 10^9
0 <= N <= 200000","10 10 0
","0","10 10 0
","0","100 10 4
10 60
20 30
30 30
60 40","2","100 1 1
10 100","-1","50 25 1
25 25","1","100 50 2
25 25
50 50","1","30 5 3
5 10
10 10
15 10","3","100 25 3
25 25
50 25
75 25","3","120 20 4
10 20
30 40
60 20
90 50","4"
"P-020-1","Running Median Stream","Platinum","Heaps","The median is the middle value after sorting. With an even number of values, it is the average of the two middle values.","After each incoming integer, print the current median. Put all answers on one line separated by spaces. Use the stated rule exactly.","Line 1: N.
Line 2: N space-separated integers in arrival order.","1 <= N <= 200000
values: -10^9 to 10^9
print halves with .5 when needed","1
1","1","1
1","1","2
1 2","1 1.5","2
2 1","2 1.5","4
5 15 1 3","5 10 5 4","3
0 0 0","0 0 0","3
-1 -2 -3","-1 -2.5 -2","4
-5 10 0 8","-5 2.5 0 4","6
1 9 2 8 3 7","1 5 2 5 3 5"
"P-020-2","Running Median Stream Planner","Platinum","Heaps","The median is the middle value after sorting. With an even number of values, it is the average of the two middle values.","After each incoming integer, print the current median. Put all answers on one line separated by spaces. Treat all values as part of one ordered scenario.","Line 1: N.
Line 2: N space-separated integers in arrival order.","1 <= N <= 200000
values: -10^9 to 10^9
print halves with .5 when needed","1
1","1","1
1","1","2
1 2","1 1.5","2
2 1","2 1.5","4
5 15 1 3","5 10 5 4","3
0 0 0","0 0 0","3
-1 -2 -3","-1 -2.5 -2","4
-5 10 0 8","-5 2.5 0 4","6
1 9 2 8 3 7","1 5 2 5 3 5"
"P-020-3","Running Median Stream Checkpoint","Platinum","Heaps","The median is the middle value after sorting. With an even number of values, it is the average of the two middle values.","After each incoming integer, print the current median. Put all answers on one line separated by spaces. Report the defined result without extra text.","Line 1: N.
Line 2: N space-separated integers in arrival order.","1 <= N <= 200000
values: -10^9 to 10^9
print halves with .5 when needed","1
1","1","1
1","1","2
1 2","1 1.5","2
2 1","2 1.5","4
5 15 1 3","5 10 5 4","3
0 0 0","0 0 0","3
-1 -2 -3","-1 -2.5 -2","4
-5 10 0 8","-5 2.5 0 4","6
1 9 2 8 3 7","1 5 2 5 3 5"
"P-020-4","Running Median Stream Tracker","Platinum","Heaps","The median is the middle value after sorting. With an even number of values, it is the average of the two middle values.","After each incoming integer, print the current median. Put all answers on one line separated by spaces. Keep the required tie rule unchanged.","Line 1: N.
Line 2: N space-separated integers in arrival order.","1 <= N <= 200000
values: -10^9 to 10^9
print halves with .5 when needed","1
1","1","1
1","1","2
1 2","1 1.5","2
2 1","2 1.5","4
5 15 1 3","5 10 5 4","3
0 0 0","0 0 0","3
-1 -2 -3","-1 -2.5 -2","4
-5 10 0 8","-5 2.5 0 4","6
1 9 2 8 3 7","1 5 2 5 3 5"
"P-020-5","Running Median Stream Verifier","Platinum","Heaps","The median is the middle value after sorting. With an even number of values, it is the average of the two middle values.","After each incoming integer, print the current median. Put all answers on one line separated by spaces. Use the same input and output rules.","Line 1: N.
Line 2: N space-separated integers in arrival order.","1 <= N <= 200000
values: -10^9 to 10^9
print halves with .5 when needed","1
1","1","1
1","1","2
1 2","1 1.5","2
2 1","2 1.5","4
5 15 1 3","5 10 5 4","3
0 0 0","0 0 0","3
-1 -2 -3","-1 -2.5 -2","4
-5 10 0 8","-5 2.5 0 4","6
1 9 2 8 3 7","1 5 2 5 3 5"
"P-021-1","Closest Value Selection","Platinum","Heaps","Distance from a target is the absolute difference. When values tie in distance, the smaller value is preferred.","Print the K values closest to X in increasing order. Use the stated rule exactly.","Line 1: N K X.
Line 2: N space-separated integers.","1 <= K <= N <= 200000
values and X: -10^9 to 10^9","1 1 0
1","1","1 1 0
1","1","4 2 3
1 2 3 4","2 3","4 3 2
1 2 2 3","1 2 2","4 2 1
-5 -1 0 4","-1 0","3 1 25
10 20 30","20","5 4 6
1 3 5 7 9","3 5 7 9","4 3 -1
-10 -3 2 8","-10 -3 2","4 2 0
0 0 0 1","0 0"
