"id","name","division","category","background","task","input_format","constraints","sample_input","sample_output","test1_input","test1_output","test2_input","test2_output","test3_input","test3_output","test4_input","test4_output","test5_input","test5_output","test6_input","test6_output","test7_input","test7_output","test8_input","test8_output"
"B-016-3","List the Broken Mirrors","Bronze","Strings","Bits are paired from the outside inward, and with an odd length the middle bit has no partner. Rather than counting the disagreeing pairs, this task lists the left-hand position of each one, in increasing order. If every pair agrees, the output line is empty.","Read a binary string B. Print the 1-based left-side indices i where B[i] differs from B[N+1-i], in increasing order, separated by spaces. If there are none, print an empty line.","Line 1: the binary string B (characters 0 and 1 only).","length of B: 1-100","010110","3","010110","3","0","","01","1","00","","0110","","000111","1 2 3","10101","","1111111111",""
"B-016-4","DNA Mirror Faults","Bronze","Strings","A DNA string uses only the four letters A, C, G and T. Positions are paired from the outside inward, and an odd-length strand leaves its middle base unpaired. The answer is how many of those pairs hold different bases.","Read a DNA string D over the alphabet A, C, G, T. Print the number of mirror pairs (positions i and N+1-i) where the two bases differ.","Line 1: the DNA string D (characters A, C, G, T only).","length of D: 1-100","ACGTA","1","ACGTA","1","A","0","AC","1","AA","0","ACGT","2","ACGTGCA","0","AAAAAA","0","ACGTTGCA","0"
"B-016-5","Report the Mismatched Tiles","Bronze","Arrays","Tiles are paired from the outside inward, first with last and so on. First the number of disagreeing pairs is printed, then one line per disagreeing pair giving its left and right positions. When nothing disagrees, the output is just the single number 0.","Read N tile colours. Print the number of mirror pairs whose colours are unequal, then print that many lines, each containing the left and right 1-based indices (i and N+1-i) of a mismatched pair, in increasing order of i.","Line 1: N.
Line 2: N space-separated integers.","N: 1-100
colours: 0-1000","5
1 2 3 4 1","1
2 4","5
1 2 3 4 1","1
2 4","1
7","0","2
3 3","0","2
3 4","1
1 2","4
1 2 2 1","0","6
1 2 3 4 5 6","3
1 6
2 5
3 4","7
1 1 1 9 1 1 1","0","8
0 1000 0 1000 1000 0 1000 0","0"
"B-017-1","Four-Way Character Split","Bronze","Strings","Each character is sorted into at most one bucket. Vowels are a, e, i, o, u in either case; consonants are all other English letters; digits are 0-9; and punctuation means only the marks in this exact set: . , ! ? : ; - ' "" ( ) [ ] { }. Anything else, such as a space, is ignored entirely.","Read a line of text and print four integers: the counts of vowels, consonants, digits and punctuation, in that order.","Line 1: the string S.","length of S: 1-100
S contains printable ASCII characters
punctuation set: . , ! ? : ; - ' "" ( ) [ ] { }","Hello, World! 42","3 7 2 2","Hello, World! 42","3 7 2 2","a","1 0 0 0","z","0 1 0 0","12345","0 0 5 0","...!!!???","0 0 0 9","AEIOUaeiou","10 0 0 0","bcd BCD 007 (x)","0 7 3 2","   ","0 0 0 0"
"B-017-2","Nameplate Breakdown","Bronze","Strings","Four separate tallies are kept: capital letters A-Z, small letters a-z, space characters, and digits 0-9. Every other character, such as a hyphen or full stop, belongs to none of these and is simply not counted.","Read a nameplate line and print four integers: the counts of uppercase letters, lowercase letters, spaces and digits, in that order.","Line 1: the string S.","length of S: 1-100
S contains printable ASCII characters","John Smith 42","2 7 2 2","John Smith 42","2 7 2 2","a","0 1 0 0","A","1 0 0 0"," ","0 0 1 0","ABCdef123","3 3 0 3","   1   ","0 0 6 1","no-digits-here","0 12 0 0","MiXeD CaSe 007","5 4 2 3"
"B-017-3","Log Line Anatomy","Bronze","Strings","Characters are grouped into four buckets: letters A-Z and a-z, digits 0-9, bracket characters from the set [ ] ( ) { } < >, and other printable symbols. That last bucket means any printable character that is not a letter, digit, bracket or space, so spaces themselves are never counted anywhere.","Read a log line and print four integers: the counts of letters, digits, brackets and other printable symbols, in that order.","Line 1: the string S.","length of S: 1-100
S contains printable ASCII characters
bracket set: [ ] ( ) { } < >","[ERROR] code=42; ok?","11 2 2 3","[ERROR] code=42; ok?","11 2 2 3","a","1 0 0 0","1","0 1 0 0","<>","0 0 2 0","   ","0 0 0 0","!@#$%^&*","0 0 0 8","abc123[]{}()<>","3 3 8 0","GET /path?x=1 (200)","8 4 2 3"
"B-017-4","Password Composition","Bronze","Strings","A password is scored on four counts: capital letters, small letters, digits, and special characters drawn from this exact set: ! @ # $ % ^ & * ( ) - _ + =. Characters outside all four groups, such as a full stop or a space, are not counted at all.","Read a password string and print four integers: the counts of uppercase letters, lowercase letters, digits and special characters, in that order.","Line 1: the string S.","length of S: 1-100
S contains printable ASCII characters
special set: ! @ # $ % ^ & * ( ) - _ + =","Passw0rd!","1 6 1 1","Passw0rd!","1 6 1 1","a","0 1 0 0","A","1 0 0 0","1","0 0 1 0","!@#$%^&*()-_+=","0 0 0 14","abcdefgh","0 8 0 0","ABC123abc!!!","3 3 3 3","no.specials.here","0 14 0 0"
"B-017-5","Inventory Code Audit","Bronze","Strings","The whole code string is scanned character by character, without splitting it into tokens first. Four tallies are kept: vowels (a, e, i, o, u in either case), consonants (all other English letters), separators (commas and semicolons), and digits. Empty tokens between two separators are perfectly legal.","Read an inventory-code string and print four integers: the counts of vowels, consonants, separators (',' and ';') and digits, in that order.","Line 1: the string S.","length of S: 1-100
S contains letters, digits, commas and semicolons","ab1,cd2;ef3","2 4 2 3","ab1,cd2;ef3","2 4 2 3","a","1 0 0 0",",","0 0 1 0",",,;;","0 0 4 0","AEIOU","5 0 0 0","bcdfg","0 5 0 0","a1,,b2;;c3","1 2 4 3","1234567890","0 0 0 10"
"B-018-1","Sum the Digits","Bronze","Math","The digit sum adds up the individual decimal digits of a number, so 407 gives 4 + 0 + 7 = 11. A minus sign is not a digit and is ignored, meaning -407 also gives 11. The number 0 counts as the single digit 0.","Read an integer V, ignore any minus sign, and print the sum of its decimal digits.","Line 1: the integer V.","|V| up to 10^18","407","11","407","11","0","0","-407","11","9","9","1000000000000000000","1","-999999999999999999","162","1111111111","10","-1","1"
"B-018-2","Multiply the Digits","Bronze","Math","The digit product multiplies the decimal digits together, so 234 gives 2 x 3 x 4 = 24. A single 0 digit anywhere drags the whole product to 0. A minus sign is ignored, and the number 0 is treated as the single digit 0.","Read an integer K, ignore any minus sign, and print the product of its decimal digits.","Line 1: the integer K.","|K| up to 10^18","234","24","234","24","0","0","-234","24","7","7","1203","0","999999999","387420489","-1111111111","1","1000000000000000000","0"
"B-018-3","Count a Digit","Bronze","Math","Only the digits actually written in the number are examined, so there are no invisible leading zeros to worry about. A minus sign is ignored. The number 0 is written as the single digit 0, so searching it for the digit 0 gives an answer of 1.","Read an integer ID and a digit D. Ignoring any minus sign, print how many times D appears in the decimal representation of ID.","Line 1: the integer ID.
Line 2: the digit D.","|ID| up to 10^18
D: 0-9","1201
1","2","1201
1","2","0
0","1","0
5","0","-1201
1","2","999999999
9","9","1234567890
0","1","1000000000000000000
0","18","-55555
4","0"
"B-018-4","Reverse the Serial","Bronze","Math","The digits of the number's magnitude are written back to front, and the original sign is then reattached. Any zeros that end up at the front simply vanish, because numbers are not written with leading zeros: 1200 reverses to 0021, which is just 21.","Read an integer S. Reverse the decimal digits of its magnitude, drop any leading zeros, and print the result carrying the original sign.","Line 1: the integer S.","|S| up to 10^18","1200","21","1200","21","0","0","-1200","-21","7","7","-7","-7","1234567890","987654321","1000000000000000000","1","-100","-1"
"B-018-5","Count the Even Digits","Bronze","Math","The even digits are 0, 2, 4, 6 and 8, and note that 0 counts as even. A minus sign is ignored, so only the digits themselves matter. The number 0 is a single digit 0, giving an answer of 1.","Read an integer P, ignore any minus sign, and print how many of its decimal digits are even.","Line 1: the integer P.","|P| up to 10^18","13579","0","13579","0","0","1","-2468","4","1","0","2","1","1234567890","5","1111111111","0","-1000000000000000000","18"
"B-019-1","Even or Odd","Bronze","Math","A number is even when dividing it by 2 leaves no remainder, and odd otherwise. This works for negatives too: -4 is even and -3 is odd. Zero is even.","Read a single integer N and print EVEN if it is divisible by 2, otherwise ODD.","Line 1: the integer N.","|N| up to 10^18","10","EVEN","10","EVEN","0","EVEN","7","ODD","-4","EVEN","-3","ODD","1000000000000000000","EVEN","999999999999999999","ODD","-1","ODD"
"B-019-2","Divisible by Three","Bronze","Math","A number is divisible by 3 when dividing it by 3 leaves a remainder of exactly zero. Negative numbers follow the same rule, so -9 is divisible by 3. Zero is divisible by 3.","Read a single integer N and print DIVISIBLE if N is divisible by 3, otherwise NOT DIVISIBLE.","Line 1: the integer N.","|N| up to 10^18","9","DIVISIBLE","9","DIVISIBLE","0","DIVISIBLE","10","NOT DIVISIBLE","-9","DIVISIBLE","-10","NOT DIVISIBLE","999999999999999999","DIVISIBLE","1000000000000000000","NOT DIVISIBLE","-3","DIVISIBLE"
"B-019-3","Inside the Window","Bronze","Math","The interval is inclusive, so landing exactly on either endpoint still counts as being inside. The value must be at least L and at most R simultaneously. If L is greater than R the interval is empty and nothing can be inside it.","Read three integers X, L and R. Print INSIDE if L <= X <= R, otherwise OUTSIDE.","Line 1: X, L, R (space-separated).","|X|, |L|, |R| up to 10^18","5 1 10","INSIDE","5 1 10","INSIDE","1 1 10","INSIDE","10 1 10","INSIDE","0 1 10","OUTSIDE","11 1 10","OUTSIDE","-5 -10 -1","INSIDE","0 5 1","OUTSIDE","1000000000000000000 -1000000000000000000 1000000000000000000","INSIDE"
"B-019-4","Leap Year Check","Bronze","Math","The Gregorian rule has three layers: a year divisible by 4 is a leap year, EXCEPT that years divisible by 100 are not, EXCEPT that years divisible by 400 are. So 2000 is a leap year but 1900 is not. The same arithmetic is applied to zero and negative years here.","Read a year Y and print LEAP if it is a Gregorian leap year, otherwise COMMON.","Line 1: the integer Y.","|Y| up to 10^18
Y may be zero or negative","2024","LEAP","2024","LEAP","1900","COMMON","2000","LEAP","2023","COMMON","0","LEAP","-4","LEAP","-100","COMMON","-400","LEAP"
"B-019-5","Classify the Sign","Bronze","Math","Every integer falls into exactly one of three groups: greater than zero, exactly zero, or less than zero. Zero is neither positive nor negative and gets its own answer.","Read a single integer N. Print POSITIVE if N > 0, ZERO if N = 0, and NEGATIVE if N < 0.","Line 1: the integer N.","|N| up to 10^18","42","POSITIVE","42","POSITIVE","0","ZERO","-42","NEGATIVE","1","POSITIVE","-1","NEGATIVE","1000000000000000000","POSITIVE","-1000000000000000000","NEGATIVE","999999999999999999","POSITIVE"
"B-020-1","Count the Divisors","Bronze","Math","A divisor of N is any positive whole number that divides N leaving no remainder. Both 1 and N itself always count. For example 12 has the divisors 1, 2, 3, 4, 6 and 12, so the answer would be 6.","Read a positive integer N and print how many positive divisors it has.","Line 1: the integer N.","N: 1-100000","12","6","12","6","1","1","2","2","7","2","36","9","100000","36","99991","2","65536","17"
"B-020-2","List the Proper Divisors","Bronze","Math","A proper divisor of M is a divisor strictly smaller than M, so M itself is excluded while 1 is included. The proper divisors of 12 are 1, 2, 3, 4 and 6. The number 1 has no proper divisors at all, giving an empty line.","Read a positive integer M and print all its proper divisors (divisors strictly less than M) in increasing order, separated by spaces. If there are none, print an empty line.","Line 1: the integer M.","M: 1-100000","12","1 2 3 4 6","12","1 2 3 4 6","1","","2","1","13","1","36","1 2 3 4 6 9 12 18","100000","1 2 4 5 8 10 16 20 25 32 40 50 80 100 125 160 200 250 400 500 625 800 1000 1250 2000 2500 3125 4000 5000 6250 10000 12500 20000 25000 50000","99991","1","64","1 2 4 8 16 32"
"B-020-3","Smallest Real Divisor","Bronze","Math","Every number above 1 has a smallest divisor greater than 1, and that divisor is always a prime. For a prime number the answer is the number itself, since nothing smaller divides it. The special case X = 1 has no divisor above 1, so the answer is defined as 1.","Read a positive integer X and print its smallest divisor greater than 1. If X is 1, print 1.","Line 1: the integer X.","X: 1-100000","12","2","12","2","1","1","2","2","13","13","99991","99991","100000","2","9409","97","49","7"
"B-020-4","Sum the Proper Divisors","Bronze","Math","The proper divisors of A are its divisors excluding A itself, so 1 is included but A is not. For 12 those are 1, 2, 3, 4 and 6, which total 16. The number 1 has no proper divisors, so its total is 0.","Read a positive integer A and print the sum of all its proper divisors (excluding A itself).","Line 1: the integer A.","A: 1-100000","12","16","12","16","1","0","2","1","6","6","28","28","99991","1","100000","146078","496","496"
"B-020-5","Small Divisors Only","Bronze","Math","Only divisors that do not exceed the bound K are counted. Since 1 divides every number, the answer is at least 1 whenever K is at least 1. Divisors larger than K are ignored even though they still divide N.","Read a positive integer N and a bound K. Print how many positive divisors of N are at most K.","Line 1: N, K (space-separated).","N: 1-100000
K: 1-1000","12 4","4","12 4","4","1 1","1","12 1","1","12 1000","6","100000 10","6","99991 1000","1","36 6","5","1000 1000","16"
"B-021-1","Scale the Elevation Map","Bronze","Grids","A grid is a rectangle of numbers arranged in rows and columns. Scaling means every single cell is multiplied by the same factor K, independently of its neighbours. The shape of the grid never changes, only the values inside it.","Read an R by C grid of integers and multiply every cell by K. Print the resulting grid, one row per line with values separated by spaces.","Line 1: R, C, K (space-separated).
Next R lines: C space-separated integers each.","R, C: 1-20
K: -100 to 100
cell values: -1000 to 1000","2 3 2
1 2 3
4 5 6","2 4 6
8 10 12","2 3 2
1 2 3
4 5 6","2 4 6
8 10 12","1 1 0
7","0","1 1 -1
-5","5","2 2 1
1 2
3 4","1 2
3 4","3 1 10
-1
0
1","-10
0
10","1 4 -100
1000 -1000 0 1","-100000 100000 0 -100","4 4 0
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1","0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0","2 2 100
1000 -1000
-1000 1000","100000 -100000
-100000 100000"
"B-021-2","Paint the Border","Bronze","Grids","The border of a grid is every cell sitting in the first row, the last row, the first column or the last column. Everything else is an inner cell. In a grid with only one row or only one column, every cell is on the border.","Read an R by C pixel grid and replace every border cell with B, leaving inner cells unchanged. Print the modified grid.","Line 1: R, C, B (space-separated).
Next R lines: C space-separated integers each.","R, C: 1-20
B: -1000 to 1000
cell values: -1000 to 1000","3 4 0
1 2 3 4
5 6 7 8
9 10 11 12","0 0 0 0
0 6 7 0
0 0 0 0","3 4 0
1 2 3 4
5 6 7 8
9 10 11 12","0 0 0 0
0 6 7 0
0 0 0 0","1 1 9
1","9","1 5 0
1 2 3 4 5","0 0 0 0 0","5 1 0
1
2
3
4
5","0
0
0
0
0","2 2 7
1 2
3 4","7 7
7 7","3 3 -1
1 1 1
1 1 1
1 1 1","-1 -1 -1
-1 1 -1
-1 -1 -1","4 4 0
1 2 3 4
5 6 7 8
9 10 11 12
13 14 15 16","0 0 0 0
0 6 7 0
0 10 11 0
0 0 0 0","2 3 1000
-1000 -1000 -1000
-1000 -1000 -1000","1000 1000 1000
1000 1000 1000"
"B-021-3","Transpose the Matrix","Bronze","Grids","Transposing flips a square matrix over its main diagonal, so the value in row i column j moves to row j column i. The diagonal cells, where the row and column numbers match, never move. Transposing twice returns the original matrix.","Read an N by N integer matrix and print its transpose, one row per line.","Line 1: N.
Next N lines: N space-separated integers each.","N: 1-20
cell values: -1000 to 1000","3
1 2 3
4 5 6
7 8 9","1 4 7
2 5 8
3 6 9","3
1 2 3
4 5 6
7 8 9","1 4 7
2 5 8
3 6 9","1
5","5","2
1 2
3 4","1 3
2 4","2
1 1
1 1","1 1
1 1","3
1 0 0
0 1 0
0 0 1","1 0 0
0 1 0
0 0 1","4
1 2 3 4
5 6 7 8
9 10 11 12
13 14 15 16","1 5 9 13
2 6 10 14
3 7 11 15
4 8 12 16","3
-1 -2 -3
0 0 0
1000 -1000 0","-1 0 1000
-2 0 -1000
-3 0 0","2
0 1000
-1000 0","0 -1000
1000 0"
"B-021-4","Checkerboard Negation","Bronze","Grids","Rows and columns are numbered starting at 1. A cell is flipped when its row number plus its column number is even, which produces a checkerboard pattern starting with the top-left cell (1+1 = 2, which is even). Negating a value simply flips its sign.","Read an R by C matrix and negate every cell whose row index plus column index is even (indices start at 1). Print the updated matrix.","Line 1: R, C (space-separated).
Next R lines: C space-separated integers each.","R, C: 1-20
row and column indices are 1-based
cell values: -1000 to 1000","2 3
1 2 3
4 5 6","-1 2 -3
4 -5 6","2 3
1 2 3
4 5 6","-1 2 -3
4 -5 6","1 1
5","-5","1 1
-5","5","2 2
1 1
1 1","-1 1
1 -1","1 4
1 2 3 4","-1 2 -3 4","4 1
1
2
3
4","-1
2
-3
4","3 3
0 0 0
0 0 0
0 0 0","0 0 0
0 0 0
0 0 0","2 2
-1000 1000
1000 -1000","1000 1000
1000 1000"
"B-021-5","Weight the Columns","Bronze","Grids","Each column has its own multiplier, supplied as a list with one factor per column. Every cell in column 1 is multiplied by the first factor, every cell in column 2 by the second, and so on. Cells in the same column always share the same factor regardless of their row.","Read an R by C grid and a list of C column factors. Multiply every element in column j by the j-th factor and print the transformed grid.","Line 1: R, C (space-separated).
Next R lines: C space-separated integers each.
Last line: C space-separated factors.","R, C: 1-20
factors: -100 to 100
cell values: -1000 to 1000","2 3
1 2 3
4 5 6
1 0 2","1 0 6
4 0 12","2 3
1 2 3
4 5 6
1 0 2","1 0 6
4 0 12","1 1
7
3","21","1 1
7
0","0","2 2
1 2
3 4
1 1","1 2
3 4","3 2
1 1
1 1
1 1
-1 -1","-1 -1
-1 -1
-1 -1","1 4
1000 -1000 0 1
100 100 100 100","100000 -100000 0 100","4 1
1
2
3
4
-1","-1
-2
-3
-4","2 3
0 0 0
0 0 0
5 -5 0","0 0 0
0 0 0"
"B-022-1","Heaviest Row","Bronze","Grids","Each row is reduced to a single number by adding up all the values in it, then the largest of those row totals is located. If two rows tie on total, the one nearer the top wins. Row numbers start at 1, and a grid with no rows at all answers -1.","Read an R by C grid and print the 1-based index of the row with the largest sum. If several rows tie, choose the smallest index. If R is 0, print -1.","Line 1: R, C (space-separated).
Next R lines: C space-separated integers each.","R: 0-20
C: 1-20
cell values: -1000 to 1000","3 3
1 2 3
9 0 0
4 4 4","3","3 3
1 2 3
9 0 0
4 4 4","3","0 3","-1","1 1
5","1","2 2
1 1
1 1","1","3 2
-1 -1
-2 -2
-3 -3","1","2 3
1000 1000 1000
1000 1000 999","1","4 1
0
0
0
0","1","3 3
-1000 -1000 -1000
0 0 0
1000 1000 1000","3"
"B-022-2","Column Maxima","Bronze","Grids","Each column is reduced to a single number by taking the largest value anywhere in that column, scanning down through all the rows. The results are then listed left to right, one per column. If there are no columns, the output is an empty line.","Read an R by C matrix and print the maximum value of each column, in left-to-right order, separated by spaces. If C is 0, print an empty line.","Line 1: R, C (space-separated).
Next R lines: C space-separated integers each.","R: 1-20
C: 0-20
cell values: -1000 to 1000","3 3
1 8 3
9 0 2
4 4 7","9 8 7","3 3
1 8 3
9 0 2
4 4 7","9 8 7","1 0","","1 1
5","5","2 2
1 2
3 4","3 4","3 2
-1 -9
-2 -8
-3 -7","-1 -7","1 4
1000 -1000 0 1","1000 -1000 0 1","4 1
1
2
3
4","4","2 3
0 0 0
0 0 0","0 0 0"
"B-022-3","Count Walls per Row","Bronze","Grids","The grid is drawn with two characters: a hash marks a wall and a dot marks empty space. Each row is reduced to how many walls it contains, and those counts are listed from the top row downward. A grid with no rows produces an empty line.","Read an R by C grid of '.' and '#' characters and print the number of '#' in each row, top to bottom, separated by spaces. If R is 0, print an empty line.","Line 1: R, C (space-separated).
Next R lines: a string of exactly C characters, each '.' or '#'.","R: 0-20
C: 1-20","3 4
.#..
####
....","1 4 0","3 4
.#..
####
....","1 4 0","0 4","","1 1
#","1","1 1
.","0","2 3
...
###","0 3","4 2
##
#.
.#
..","2 1 1 0","3 5
#####
#####
#####","5 5 5","5 1
.
#
.
#
.","0 1 0 1 0"
"B-022-4","Weakest Strongest Row","Bronze","Grids","Each row is first reduced to its own largest element. Among those row maxima, the smallest one is then located. Note the unusual tie-break: if several rows share that smallest maximum, the one nearest the BOTTOM wins. A grid with no rows answers -1.","Read an R by C grid. For each row compute its maximum element, then print the 1-based index of the row whose maximum is smallest. If several rows tie, choose the largest index. If R is 0, print -1.","Line 1: R, C (space-separated).
Next R lines: C space-separated integers each.","R: 0-20
C: 1-20
cell values: -1000 to 1000","3 3
1 2 9
4 4 4
0 5 5","2","3 3
1 2 9
4 4 4
0 5 5","2","0 2","-1","1 1
5","1","2 2
1 1
1 1","2","3 2
9 9
1 1
1 1","3","2 3
-1000 -1000 -1000
-999 -999 -999","1","4 1
4
3
2
1","4","3 3
0 0 0
0 0 0
0 0 0","3"
"B-022-5","Weakest Column","Bronze","Grids","Each column is first reduced to its own largest value. Among those column maxima, the smallest one is located and its column number reported, counting from 1 on the left. Ties go to the leftmost such column, and a grid with no columns answers -1.","Read an R by C matrix. Compute the maximum of each column, then print the 1-based index of the column whose maximum is smallest. If several tie, choose the leftmost. If C is 0, print -1.","Line 1: R, C (space-separated).
Next R lines: C space-separated integers each.","R: 1-20
C: 0-20
cell values: -1000 to 1000","3 3
1 8 3
2 0 9
0 4 7","1","3 3
1 8 3
2 0 9
0 4 7","1","2 0","-1","1 1
5","1","2 2
1 1
1 1","1","2 3
1 2 3
1 2 3","1","1 4
-1000 1000 -1000 0","1","3 1
5
6
7","1","2 4
0 0 0 0
0 0 0 0","1"
"B-023-1","Robot on a Ledge","Bronze","Simulation","The robot walks a grid whose rows run 1 to R from the top and whose columns run 1 to C from the left. N moves up one row, S down, E right and W left. A move that would carry the robot off the edge is simply ignored, so it stays put for that step rather than wrapping around.","Read a grid size, a starting position and a string of moves from {N, S, E, W}. Moves that would leave the grid are ignored. Print the robot's final row and column, separated by a space.","Line 1: R, C, r, c (space-separated).
Line 2: the move string.","R, C: 1-100
start 1 <= r <= R, 1 <= c <= C
move string length: 1-100
moves are N, S, E or W","3 3 2 2
NNEES","2 3","3 3 2 2
NNEES","2 3","1 1 1 1
N","1 1","1 1 1 1
NSEW","1 1","5 5 1 1
WWWW","1 1","5 5 5 5
SSSS","5 5","2 2 1 1
SENW","1 1","4 6 2 3
NNNNWWWWSSSSEEEEEE","4 6","3 3 2 2
EEEE","2 3"
"B-023-2","Probe on a Donut","Bronze","Simulation","This grid wraps around like the surface of a donut: stepping off the top edge brings you back on the bottom, and stepping off the right edge brings you back on the left. Rows run 1 to R and columns 1 to C. No move is ever blocked.","Read a grid size, a starting position and a string of moves from {N, S, E, W} on a wraparound grid. Print the probe's final row and column, separated by a space.","Line 1: R, C, r, c (space-separated).
Line 2: the move string.","R, C: 1-100
start 1 <= r <= R, 1 <= c <= C
move string length: 1-100
moves are N, S, E or W","3 3 1 1
NW","3 3","3 3 1 1
NW","3 3","1 1 1 1
N","1 1","1 1 1 1
NSEW","1 1","5 5 1 1
WWWW","1 2","5 5 5 5
SSSS","4 5","2 2 1 1
SENW","1 1","4 6 2 3
NNNNWWWWSSSSEEEEEE","2 5","3 3 3 3
SE","1 1"
"B-023-3","Trace the Courier","Bronze","Simulation","Rows and columns are numbered from 0 here, so the top-left cell is (0,0) and the bottom-right is (R-1, C-1). A move that would leave the grid is ignored. Every step produces a coordinate, including blocked steps where the courier does not actually move, and the starting cell is reported first.","Read a grid size, a starting position and a list of moves from {N, S, E, W}. Moves that would exit the grid are ignored. Print every visited coordinate in order, including the start, one 'row col' pair per line.","Line 1: R, C, r, c (space-separated).
Line 2: the move string.","R, C: 1-100
row and column indices are 0-based
start 0 <= r < R, 0 <= c < C
move string length: 1-50
moves are N, S, E or W","3 3 1 1
NES","1 1
0 1
0 2
1 2","3 3 1 1
NES","1 1
0 1
0 2
1 2","1 1 0 0
N","0 0
0 0","1 1 0 0
NSEW","0 0
0 0
0 0
0 0
0 0","2 2 0 0
SE","0 0
1 0
1 1","3 3 0 0
WWNN","0 0
0 0
0 0
0 0
0 0","2 3 1 2
NWWS","1 2
0 2
0 1
0 0
1 0","4 4 2 2
NNNN","2 2
1 2
0 2
0 2
0 2","3 3 1 1
EEWW","1 1
1 2
1 2
1 1
1 0"
"B-023-4","How Far Did the Drone Get","Bronze","Simulation","The grid wraps around at every edge, so the drone can never be blocked. Manhattan distance measures how far apart two cells are by adding the row gap and the column gap, ignoring any wraparound: from (1,1) to (3,2) the distance is 2 + 1 = 3.","Read a grid size, a starting position and a string of moves from {N, S, E, W} on a wraparound grid. Print the Manhattan distance between the final position and the starting position.","Line 1: R, C, r, c (space-separated).
Line 2: the move string.","R, C: 1-100
start 1 <= r <= R, 1 <= c <= C
move string length: 1-100
moves are N, S, E or W","3 3 1 1
NW","4","3 3 1 1
NW","4","1 1 1 1
N","0","1 1 1 1
NSEW","0","5 5 3 3
NSEW","0","5 5 1 1
SSEE","4","2 2 1 1
N","1","4 6 2 3
NNNNWWWWSSSSEEEEEE","2","10 10 5 5
NNNNN","5"
"B-023-5","Cells the Painter Touched","Bronze","Simulation","The painter marks every cell it stands on, including the one it starts on. A move that would leave the grid is ignored, leaving the painter in place. Revisiting a cell does not paint it twice, so only distinct cells are counted.","Read a grid size, a starting position and a string of moves from {N, S, E, W}. Moves that would leave the grid are ignored. Print how many distinct cells were visited, including the start.","Line 1: R, C, r, c (space-separated).
Line 2: the move string.","R, C: 1-100
start 1 <= r <= R, 1 <= c <= C
move string length: 1-100
moves are N, S, E or W","3 3 1 1
SSEE","5","3 3 1 1
SSEE","5","1 1 1 1
N","1","1 1 1 1
NSEW","1","3 3 2 2
NSNSNS","2","5 5 1 1
WWWW","1","2 2 1 1
SENW","4","4 4 1 1
EEESSSWWWNNN","12","3 3 2 2
EEWW","3"
"B-024-1","Bank Balance Floor","Bronze","Simulation","Transactions are applied one after another in the order given, with positive values adding and negative values subtracting. The balance can never go below zero: if a withdrawal would push it negative, the balance stops at zero instead and the excess is simply lost.","Read a starting balance and N transactions. Apply them in order, clamping the balance to a minimum of 0 after each one. Print the final balance.","Line 1: the starting balance and N (space-separated).
Line 2: N space-separated integers.","starting balance: 0-1000000
N: 1-100
transactions: -1000000 to 1000000","100 4
50 -30 -200 20","20","100 4
50 -30 -200 20","20","0 1
0","0","0 1
-5","0","10 3
-5 -5 -5","0","0 3
10 20 30","60","1000000 2
-1000000 -1000000","0","5 8
-1 -1 -1 -1 -1 -1 -1 -1","0","50 4
-100 100 -100 100","100"
"B-024-2","Peak Temperature","Bronze","Simulation","Adjustments are applied one at a time, positive values warming and negative values cooling. The answer is the highest temperature the thermometer ever showed at any moment, including the starting reading before any adjustment was made. There is no clamping here.","Read a starting temperature and N adjustments. Apply them in order and print the maximum temperature reached at any point, including the starting value.","Line 1: the starting temperature and N (space-separated).
Line 2: N space-separated integers.","starting temperature: -1000000 to 1000000
N: 1-100
adjustments: -1000000 to 1000000","10 4
5 -20 3 8","15","10 4
5 -20 3 8","15","0 1
0","0","5 1
-5","5","-10 3
1 1 1","-7","100 3
-1 -1 -1","100","0 4
10 -10 10 -10","10","-1000000 2
1000000 1000000","1000000","7 5
-1 -1 -1 -1 -1","7"
"B-024-3","First Time in the Red","Bronze","Simulation","Event deltas are applied one at a time to a running score. The answer is the position of the first event that leaves the score below zero, counting events from 1. A score of exactly zero is not negative. If the score never dips below zero, the answer is -1.","Read a starting score and N event deltas. Apply them in order and print the 1-based index of the first event after which the score becomes negative, or -1 if it never does.","Line 1: the starting score and N (space-separated).
Line 2: N space-separated integers.","starting score: -1000000 to 1000000
N: 1-100
deltas: -1000000 to 1000000","10 4
-3 -4 -5 100","3","10 4
-3 -4 -5 100","3","0 1
0","-1","0 1
-1","1","5 3
-1 -1 -1","-1","-1 2
5 5","-1","100 4
-50 -50 -50 -50","3","0 5
1 -1 1 -1 -1","5","1000000 3
-1000000 -1 1","2"
