"id","name","division","category","background","task","input_format","constraints","sample_input","sample_output","test1_input","test1_output","test2_input","test2_output","test3_input","test3_output","test4_input","test4_output","test5_input","test5_output","test6_input","test6_output","test7_input","test7_output","test8_input","test8_output","test9_input","test9_output","test10_input","test10_output","test11_input","test11_output","test12_input","test12_output"
"M-019-5","Unique Topological Order Verifier","Master","Graphs","A topological order lists directed prerequisites before what depends on them. The order is unique only when every step has exactly one available next node.","Print YES if the directed graph has exactly one topological order; otherwise print NO. Use the same definition throughout.","Line 1: N M.
Next M lines: directed edge u v.","1 <= N <= 200000
0 <= M <= 300000
node labels: 1 to N","1 0
","YES","1 0
","YES","2 1
1 2","YES","2 0
","NO","3 2
1 2
2 3","YES","3 2
1 3
2 3","NO","3 2
1 2
2 1","NO","4 4
1 2
1 3
2 4
3 4","NO","4 3
1 2
2 3
3 4","YES","1 4
1 1
1 1
1 1
1 1","NO","2 1
2 1","YES","3 4
3 3
2 1
3 1
1 1","NO","5 3
5 5
3 3
2 3","NO"
"M-020-1","Common Subsequence Length","Master","Dynamic Programming","A subsequence keeps character order but may skip characters. It does not need to be contiguous.","Print the length of the longest common subsequence of A and B. Follow the stated tie rule.","Line 1: string A.
Line 2: string B.","0 <= lengths <= 1000
lowercase or uppercase English letters","a
a","1","a
a","1","abc
abc","3","abc
def","0","abcde
ace","3","aaaa
aa","2","AGGTAB
GXTXAYB","4","banana
atana","4","abcdef
fbdamn","2","
c","0","ab
bba","1","bcaa
acb","1","abbcc
acabc","3"
"M-020-2","Common Subsequence Length Planner","Master","Dynamic Programming","A subsequence keeps character order but may skip characters. It does not need to be contiguous.","Print the length of the longest common subsequence of A and B. Print only the requested result.","Line 1: string A.
Line 2: string B.","0 <= lengths <= 1000
lowercase or uppercase English letters","a
a","1","a
a","1","abc
abc","3","abc
def","0","abcde
ace","3","aaaa
aa","2","AGGTAB
GXTXAYB","4","banana
atana","4","abcdef
fbdamn","2","
a","0","ca
bab","1","acbb
ccc","1","bcbcb
bcbba","4"
"M-020-3","Common Subsequence Length Checkpoint","Master","Dynamic Programming","A subsequence keeps character order but may skip characters. It does not need to be contiguous.","Print the length of the longest common subsequence of A and B. Treat every input independently.","Line 1: string A.
Line 2: string B.","0 <= lengths <= 1000
lowercase or uppercase English letters","a
a","1","a
a","1","abc
abc","3","abc
def","0","abcde
ace","3","aaaa
aa","2","AGGTAB
GXTXAYB","4","banana
atana","4","abcdef
fbdamn","2","
a","0","bb
cca","0","bcac
cbc","2","acaba
ccaca","3"
"M-020-4","Common Subsequence Length Tracker","Master","Dynamic Programming","A subsequence keeps character order but may skip characters. It does not need to be contiguous.","Print the length of the longest common subsequence of A and B. Keep the format unchanged.","Line 1: string A.
Line 2: string B.","0 <= lengths <= 1000
lowercase or uppercase English letters","a
a","1","a
a","1","abc
abc","3","abc
def","0","abcde
ace","3","aaaa
aa","2","AGGTAB
GXTXAYB","4","banana
atana","4","abcdef
fbdamn","2","
b","0","cb
cab","2","cabb
bac","1","baabc
ccbcc","2"
"M-020-5","Common Subsequence Length Verifier","Master","Dynamic Programming","A subsequence keeps character order but may skip characters. It does not need to be contiguous.","Print the length of the longest common subsequence of A and B. Use the same definition throughout.","Line 1: string A.
Line 2: string B.","0 <= lengths <= 1000
lowercase or uppercase English letters","a
a","1","a
a","1","abc
abc","3","abc
def","0","abcde
ace","3","aaaa
aa","2","AGGTAB
GXTXAYB","4","banana
atana","4","abcdef
fbdamn","2","
c","0","ac
cba","1","aabb
acc","1","abcca
bbbac","2"
"M-021-1","Target Subset Sum","Master","Meet in the Middle","A subset may choose any positions and does not need to be consecutive. The empty subset has sum zero.","Print YES if some subset sums exactly to T; otherwise print NO. Follow the stated tie rule.","Line 1: N T.
Line 2: N integers.","1 <= N <= 40
values and T: -10^9 to 10^9","1 1
1","YES","1 1
1","YES","3 5
1 2 3","YES","3 7
1 2 3","NO","2 0
0 0","YES","3 3
-1 2 4","YES","6 30
5 10 12 13 15 18","YES","6 9
3 34 4 12 5 2","YES","4 2
1 1 1 1","YES","1 0
7","YES","2 7
0 4","NO","4 -6
-4 9 -2 9","YES","6 6
3 -1 5 -5 6 8","YES"
"M-021-2","Target Subset Sum Planner","Master","Meet in the Middle","A subset may choose any positions and does not need to be consecutive. The empty subset has sum zero.","Print YES if some subset sums exactly to T; otherwise print NO. Print only the requested result.","Line 1: N T.
Line 2: N integers.","1 <= N <= 40
values and T: -10^9 to 10^9","1 1
1","YES","1 1
1","YES","3 5
1 2 3","YES","3 7
1 2 3","NO","2 0
0 0","YES","3 3
-1 2 4","YES","6 30
5 10 12 13 15 18","YES","6 9
3 34 4 12 5 2","YES","4 2
1 1 1 1","YES","1 10
0","NO","2 5
-1 3","NO","4 9
6 2 1 -4","YES","6 6
-1 -2 -2 6 3 4","YES"
"M-021-3","Target Subset Sum Checkpoint","Master","Meet in the Middle","A subset may choose any positions and does not need to be consecutive. The empty subset has sum zero.","Print YES if some subset sums exactly to T; otherwise print NO. Treat every input independently.","Line 1: N T.
Line 2: N integers.","1 <= N <= 40
values and T: -10^9 to 10^9","1 1
1","YES","1 1
1","YES","3 5
1 2 3","YES","3 7
1 2 3","NO","2 0
0 0","YES","3 3
-1 2 4","YES","6 30
5 10 12 13 15 18","YES","6 9
3 34 4 12 5 2","YES","4 2
1 1 1 1","YES","1 6
2","NO","2 -6
4 -4","NO","4 12
-1 7 -2 -5","NO","6 11
7 -3 -6 5 0 4","YES"
"M-021-4","Target Subset Sum Tracker","Master","Meet in the Middle","A subset may choose any positions and does not need to be consecutive. The empty subset has sum zero.","Print YES if some subset sums exactly to T; otherwise print NO. Keep the format unchanged.","Line 1: N T.
Line 2: N integers.","1 <= N <= 40
values and T: -10^9 to 10^9","1 1
1","YES","1 1
1","YES","3 5
1 2 3","YES","3 7
1 2 3","NO","2 0
0 0","YES","3 3
-1 2 4","YES","6 30
5 10 12 13 15 18","YES","6 9
3 34 4 12 5 2","YES","4 2
1 1 1 1","YES","1 -5
6","NO","2 7
6 5","NO","4 6
7 5 -6 4","YES","6 -1
2 -3 -2 0 4 6","YES"
"M-021-5","Target Subset Sum Verifier","Master","Meet in the Middle","A subset may choose any positions and does not need to be consecutive. The empty subset has sum zero.","Print YES if some subset sums exactly to T; otherwise print NO. Use the same definition throughout.","Line 1: N T.
Line 2: N integers.","1 <= N <= 40
values and T: -10^9 to 10^9","1 1
1","YES","1 1
1","YES","3 5
1 2 3","YES","3 7
1 2 3","NO","2 0
0 0","YES","3 3
-1 2 4","YES","6 30
5 10 12 13 15 18","YES","6 9
3 34 4 12 5 2","YES","4 2
1 1 1 1","YES","1 -5
6","NO","2 5
-5 4","NO","4 7
-3 3 9 2","NO","6 8
-6 -3 6 -1 6 1","YES"
"M-022-1","Kth Across Sorted Arrays","Master","Binary Search","Two input arrays are already sorted in nondecreasing order. Count positions starting from 1 in their combined sorted order.","Print the Kth smallest value across both arrays. Follow the stated tie rule.","Line 1: N M K.
Line 2: N sorted integers, possibly empty.
Line 3: M sorted integers, possibly empty.","0 <= N,M <= 200000
1 <= K <= N+M
values: -10^9 to 10^9","1 1 1
1
2","1","1 1 1
1
2","1","1 1 2
1
2","2","2 2 3
1 3
2 4","3","0 1 1

5","5","3 2 4
1 2 3
4 5","4","2 2 3
1 1
1 1","1","2 3 2
-5 0
1 2 3","0","3 4 5
2 6 9
1 4 7 10","7","1 1 1
-7
4","-7","0 2 1

4 8","4","3 2 3
-3 0 6
-1 8","0","3 4 1
-7 5 6
-9 2 2 4","-9"
"M-022-2","Kth Across Sorted Arrays Planner","Master","Binary Search","Two input arrays are already sorted in nondecreasing order. Count positions starting from 1 in their combined sorted order.","Print the Kth smallest value across both arrays. Print only the requested result.","Line 1: N M K.
Line 2: N sorted integers, possibly empty.
Line 3: M sorted integers, possibly empty.","0 <= N,M <= 200000
1 <= K <= N+M
values: -10^9 to 10^9","1 1 1
1
2","1","1 1 1
1
2","1","1 1 2
1
2","2","2 2 3
1 3
2 4","3","0 1 1

5","5","3 2 4
1 2 3
4 5","4","2 2 3
1 1
1 1","1","2 3 2
-5 0
1 2 3","0","3 4 5
2 6 9
1 4 7 10","7","1 1 1
-4
-5","-5","0 2 2

-4 7","7","3 2 2
-6 -5 6
-3 -1","-5","3 4 3
-9 -7 -2
-2 5 7 8","-2"
"M-022-3","Kth Across Sorted Arrays Checkpoint","Master","Binary Search","Two input arrays are already sorted in nondecreasing order. Count positions starting from 1 in their combined sorted order.","Print the Kth smallest value across both arrays. Treat every input independently.","Line 1: N M K.
Line 2: N sorted integers, possibly empty.
Line 3: M sorted integers, possibly empty.","0 <= N,M <= 200000
1 <= K <= N+M
values: -10^9 to 10^9","1 1 1
1
2","1","1 1 1
1
2","1","1 1 2
1
2","2","2 2 3
1 3
2 4","3","0 1 1

5","5","3 2 4
1 2 3
4 5","4","2 2 3
1 1
1 1","1","2 3 2
-5 0
1 2 3","0","3 4 5
2 6 9
1 4 7 10","7","1 1 1
7
7","7","0 2 1

-5 -4","-5","3 2 4
-3 5 9
-5 9","9","3 4 1
2 7 9
-9 -8 -6 4","-9"
"M-022-4","Kth Across Sorted Arrays Tracker","Master","Binary Search","Two input arrays are already sorted in nondecreasing order. Count positions starting from 1 in their combined sorted order.","Print the Kth smallest value across both arrays. Keep the format unchanged.","Line 1: N M K.
Line 2: N sorted integers, possibly empty.
Line 3: M sorted integers, possibly empty.","0 <= N,M <= 200000
1 <= K <= N+M
values: -10^9 to 10^9","1 1 1
1
2","1","1 1 1
1
2","1","1 1 2
1
2","2","2 2 3
1 3
2 4","3","0 1 1

5","5","3 2 4
1 2 3
4 5","4","2 2 3
1 1
1 1","1","2 3 2
-5 0
1 2 3","0","3 4 5
2 6 9
1 4 7 10","7","1 1 2
2
-9","2","0 2 2

-8 -3","-3","3 2 3
-9 2 3
-7 5","2","3 4 2
-5 -4 9
-6 -6 -1 7","-6"
"M-022-5","Kth Across Sorted Arrays Verifier","Master","Binary Search","Two input arrays are already sorted in nondecreasing order. Count positions starting from 1 in their combined sorted order.","Print the Kth smallest value across both arrays. Use the same definition throughout.","Line 1: N M K.
Line 2: N sorted integers, possibly empty.
Line 3: M sorted integers, possibly empty.","0 <= N,M <= 200000
1 <= K <= N+M
values: -10^9 to 10^9","1 1 1
1
2","1","1 1 1
1
2","1","1 1 2
1
2","2","2 2 3
1 3
2 4","3","0 1 1

5","5","3 2 4
1 2 3
4 5","4","2 2 3
1 1
1 1","1","2 3 2
-5 0
1 2 3","0","3 4 5
2 6 9
1 4 7 10","7","1 1 1
9
1","1","0 2 2

-2 -2","-2","3 2 5
-5 -3 3
-5 8","8","3 4 4
-9 -7 9
-9 5 7 9","5"
"M-023-1","Largest Floor Average Segment","Master","Binary Search","A segment is consecutive and must contain at least K values. Its floor average is the integer floor of its sum divided by its length.","Print the largest floor average among all segments of length at least K. Follow the stated tie rule.","Line 1: N K.
Line 2: N integers.","1 <= K <= N <= 200000
values: -10^9 to 10^9","1 1
1","1","1 1
1","1","2 2
1 2","1","6 4
1 12 -5 -6 50 3","12","3 2
-1 -2 -3","-2","3 2
5 5 5","5","5 3
1 -1 1 -1 1","0","3 2
10 -10 10","3","5 3
3 1 4 1 5","3","1 1
-4","-4","2 2
-3 -4","-4","4 3
1 -9 9 4","1","6 1
4 8 1 -5 -4 4","8"
"M-023-2","Largest Floor Average Segment Planner","Master","Binary Search","A segment is consecutive and must contain at least K values. Its floor average is the integer floor of its sum divided by its length.","Print the largest floor average among all segments of length at least K. Print only the requested result.","Line 1: N K.
Line 2: N integers.","1 <= K <= N <= 200000
values: -10^9 to 10^9","1 1
1","1","1 1
1","1","2 2
1 2","1","6 4
1 12 -5 -6 50 3","12","3 2
-1 -2 -3","-2","3 2
5 5 5","5","5 3
1 -1 1 -1 1","0","3 2
10 -10 10","3","5 3
3 1 4 1 5","3","1 1
6","6","2 2
-7 5","-1","4 2
-8 -6 -6 2","-2","6 6
6 1 9 2 -3 7","3"
"M-023-3","Largest Floor Average Segment Checkpoint","Master","Binary Search","A segment is consecutive and must contain at least K values. Its floor average is the integer floor of its sum divided by its length.","Print the largest floor average among all segments of length at least K. Treat every input independently.","Line 1: N K.
Line 2: N integers.","1 <= K <= N <= 200000
values: -10^9 to 10^9","1 1
1","1","1 1
1","1","2 2
1 2","1","6 4
1 12 -5 -6 50 3","12","3 2
-1 -2 -3","-2","3 2
5 5 5","5","5 3
1 -1 1 -1 1","0","3 2
10 -10 10","3","5 3
3 1 4 1 5","3","1 1
-8","-8","2 1
-9 3","3","4 4
-5 4 -1 0","-1","6 5
4 -7 -3 -9 -1 3","-3"
"M-023-4","Largest Floor Average Segment Tracker","Master","Binary Search","A segment is consecutive and must contain at least K values. Its floor average is the integer floor of its sum divided by its length.","Print the largest floor average among all segments of length at least K. Keep the format unchanged.","Line 1: N K.
Line 2: N integers.","1 <= K <= N <= 200000
values: -10^9 to 10^9","1 1
1","1","1 1
1","1","2 2
1 2","1","6 4
1 12 -5 -6 50 3","12","3 2
-1 -2 -3","-2","3 2
5 5 5","5","5 3
1 -1 1 -1 1","0","3 2
10 -10 10","3","5 3
3 1 4 1 5","3","1 1
-6","-6","2 2
4 8","6","4 3
0 -8 -6 1","-4","6 6
-4 -1 6 9 1 5","2"
"M-023-5","Largest Floor Average Segment Verifier","Master","Binary Search","A segment is consecutive and must contain at least K values. Its floor average is the integer floor of its sum divided by its length.","Print the largest floor average among all segments of length at least K. Use the same definition throughout.","Line 1: N K.
Line 2: N integers.","1 <= K <= N <= 200000
values: -10^9 to 10^9","1 1
1","1","1 1
1","1","2 2
1 2","1","6 4
1 12 -5 -6 50 3","12","3 2
-1 -2 -3","-2","3 2
5 5 5","5","5 3
1 -1 1 -1 1","0","3 2
10 -10 10","3","5 3
3 1 4 1 5","3","1 1
5","5","2 2
-5 5","0","4 4
3 -2 4 -1","1","6 1
6 6 4 0 6 1","6"
"M-024-1","Minimum Reversal Sort","Master","Graphs","One reversal chooses a contiguous block and reverses its order. The goal is to sort a permutation into increasing order.","Print the minimum number of contiguous reversals needed to sort the permutation. Follow the stated tie rule.","Line 1: N.
Line 2: a permutation.","1 <= N <= 7
values: 1 to N","1
1","0","1
1","0","2
2 1","1","3
3 2 1","1","3
2 3 1","2","4
4 1 3 2","2","4
3 1 4 2","3","4
1 2 3 4","0","4
4 3 1 2","2","3
1 2 3","0","5
3 1 4 5 2","3","2
1 2","0","3
2 1 3","1"
"M-024-2","Minimum Reversal Sort Planner","Master","Graphs","One reversal chooses a contiguous block and reverses its order. The goal is to sort a permutation into increasing order.","Print the minimum number of contiguous reversals needed to sort the permutation. Print only the requested result.","Line 1: N.
Line 2: a permutation.","1 <= N <= 7
values: 1 to N","1
1","0","1
1","0","2
2 1","1","3
3 2 1","1","3
2 3 1","2","4
4 1 3 2","2","4
3 1 4 2","3","4
1 2 3 4","0","4
4 3 1 2","2","2
1 2","0","3
1 2 3","0","5
1 5 2 3 4","2","5
3 4 1 2 5","2"
"M-024-3","Minimum Reversal Sort Checkpoint","Master","Graphs","One reversal chooses a contiguous block and reverses its order. The goal is to sort a permutation into increasing order.","Print the minimum number of contiguous reversals needed to sort the permutation. Treat every input independently.","Line 1: N.
Line 2: a permutation.","1 <= N <= 7
values: 1 to N","1
1","0","1
1","0","2
2 1","1","3
3 2 1","1","3
2 3 1","2","4
4 1 3 2","2","4
3 1 4 2","3","4
1 2 3 4","0","4
4 3 1 2","2","2
1 2","0","3
1 3 2","1","5
2 5 3 4 1","3","3
1 2 3","0"
"M-024-4","Minimum Reversal Sort Tracker","Master","Graphs","One reversal chooses a contiguous block and reverses its order. The goal is to sort a permutation into increasing order.","Print the minimum number of contiguous reversals needed to sort the permutation. Keep the format unchanged.","Line 1: N.
Line 2: a permutation.","1 <= N <= 7
values: 1 to N","1
1","0","1
1","0","2
2 1","1","3
3 2 1","1","3
2 3 1","2","4
4 1 3 2","2","4
3 1 4 2","3","4
1 2 3 4","0","4
4 3 1 2","2","3
1 3 2","1","5
5 3 1 2 4","3","2
1 2","0","3
1 2 3","0"
"M-024-5","Minimum Reversal Sort Verifier","Master","Graphs","One reversal chooses a contiguous block and reverses its order. The goal is to sort a permutation into increasing order.","Print the minimum number of contiguous reversals needed to sort the permutation. Use the same definition throughout.","Line 1: N.
Line 2: a permutation.","1 <= N <= 7
values: 1 to N","1
1","0","1
1","0","2
2 1","1","3
3 2 1","1","3
2 3 1","2","4
4 1 3 2","2","4
3 1 4 2","3","4
1 2 3 4","0","4
4 3 1 2","2","5
2 4 3 5 1","3","3
3 1 2","2","5
5 2 1 3 4","3","2
1 2","0"
