"id","name","division","category","background","task","input_format","constraints","sample_input","sample_output","test1_input","test1_output","test2_input","test2_output","test3_input","test3_output","test4_input","test4_output","test5_input","test5_output","test6_input","test6_output","test7_input","test7_output","test8_input","test8_output","test9_input","test9_output","test10_input","test10_output","test11_input","test11_output","test12_input","test12_output"
"D-013-5","Window Maximum Stream Verifier","Diamond","Monotonic Deque","A window is a consecutive block of exactly K values. As it moves one step, one value leaves and one may enter.","Print the maximum for every length-K window from left to right. Use the same definition for all tests.","Line 1: N K.
Line 2: N integers.","1 <= K <= N <= 200000
values: -10^9 to 10^9","1 1
1","1","1 1
1","1","3 2
1 2 3","2 3","8 3
1 3 -1 -3 5 3 6 7","3 3 5 5 6 7","3 2
5 5 5","5 5","3 2
-1 -2 -3","-1 -2","5 4
9 1 8 2 7","9 8","4 1
0 0 1 0","0 0 1 0","6 3
4 2 12 3 8 7","12 12 12 8","1 1
-1","-1","3 1
-5 2 6","-5 2 6","5 2
4 -7 -2 -1 3","4 -2 -1 3","7 7
0 9 7 -2 6 4 -6","9"
"D-014-1","Shortest Target-Sum Segment","Diamond","Monotonic Deque","A subarray is a consecutive segment. Values may be negative, so extending a segment can reduce its sum.","Print the shortest non-empty subarray length whose sum is at least K, or -1 if none exists. Follow every stated tie rule.","Line 1: N K.
Line 2: N integers.","1 <= N <= 200000
values and K: -10^9 to 10^9
use 64-bit sums","1 1
1","1","1 1
1","1","2 4
1 2","-1","3 3
2 -1 2","3","5 3
1 -1 5 -2 3","1","5 167
84 -37 32 40 95","3","3 -2
-1 -2 -3","1","3 3
1 2 3","1","5 6
3 -2 5 -1 2","3","1 8
-7","-1","3 4
1 7 9","1","5 0
-9 -6 -7 1 4","1","7 6
7 -9 2 -4 7 -4 -7","1"
"D-014-2","Shortest Target-Sum Segment Planner","Diamond","Monotonic Deque","A subarray is a consecutive segment. Values may be negative, so extending a segment can reduce its sum.","Print the shortest non-empty subarray length whose sum is at least K, or -1 if none exists. Print only the required result.","Line 1: N K.
Line 2: N integers.","1 <= N <= 200000
values and K: -10^9 to 10^9
use 64-bit sums","1 1
1","1","1 1
1","1","2 4
1 2","-1","3 3
2 -1 2","3","5 3
1 -1 5 -2 3","1","5 167
84 -37 32 40 95","3","3 -2
-1 -2 -3","1","3 3
1 2 3","1","5 6
3 -2 5 -1 2","3","1 -2
-5","-1","3 7
-9 -9 -7","-1","5 5
-8 -4 -3 -8 -2","-1","7 7
9 -9 7 -5 -1 0 -1","1"
"D-014-3","Shortest Target-Sum Segment Checkpoint","Diamond","Monotonic Deque","A subarray is a consecutive segment. Values may be negative, so extending a segment can reduce its sum.","Print the shortest non-empty subarray length whose sum is at least K, or -1 if none exists. Treat each input as one independent scenario.","Line 1: N K.
Line 2: N integers.","1 <= N <= 200000
values and K: -10^9 to 10^9
use 64-bit sums","1 1
1","1","1 1
1","1","2 4
1 2","-1","3 3
2 -1 2","3","5 3
1 -1 5 -2 3","1","5 167
84 -37 32 40 95","3","3 -2
-1 -2 -3","1","3 3
1 2 3","1","5 6
3 -2 5 -1 2","3","1 8
5","-1","3 10
-2 8 7","2","5 11
-8 -4 -9 2 -6","-1","7 5
-3 -4 4 -8 -1 -9 -1","-1"
"D-014-4","Shortest Target-Sum Segment Tracker","Diamond","Monotonic Deque","A subarray is a consecutive segment. Values may be negative, so extending a segment can reduce its sum.","Print the shortest non-empty subarray length whose sum is at least K, or -1 if none exists. Keep the input and output format exact.","Line 1: N K.
Line 2: N integers.","1 <= N <= 200000
values and K: -10^9 to 10^9
use 64-bit sums","1 1
1","1","1 1
1","1","2 4
1 2","-1","3 3
2 -1 2","3","5 3
1 -1 5 -2 3","1","5 167
84 -37 32 40 95","3","3 -2
-1 -2 -3","1","3 3
1 2 3","1","5 6
3 -2 5 -1 2","3","1 4
-4","-1","3 -4
-3 4 9","1","5 -2
-5 -2 -1 -5 -5","1","7 -1
-7 -2 5 0 -5 2 -2","1"
"D-014-5","Shortest Target-Sum Segment Verifier","Diamond","Monotonic Deque","A subarray is a consecutive segment. Values may be negative, so extending a segment can reduce its sum.","Print the shortest non-empty subarray length whose sum is at least K, or -1 if none exists. Use the same definition for all tests.","Line 1: N K.
Line 2: N integers.","1 <= N <= 200000
values and K: -10^9 to 10^9
use 64-bit sums","1 1
1","1","1 1
1","1","2 4
1 2","-1","3 3
2 -1 2","3","5 3
1 -1 5 -2 3","1","5 167
84 -37 32 40 95","3","3 -2
-1 -2 -3","1","3 3
1 2 3","1","5 6
3 -2 5 -1 2","3","1 1
9","1","3 8
8 -9 4","1","5 7
-3 5 3 9 -5","1","7 1
-2 5 -9 3 4 6 4","1"
"D-015-1","Best Subarray With One Skip","Diamond","Dynamic Programming","A subarray is consecutive. You may delete at most one element from the chosen subarray; deleting nothing is allowed.","Print the maximum possible remaining sum. Follow every stated tie rule.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9
use 64-bit sums","1
1","1","1
1","1","4
1 -2 0 3","4","4
1 -2 -2 3","3","3
-1 -1 -1","-1","4
2 3 -2 4","9","4
-2 1 -2 1","2","5
8 -1 6 -7 3","16","4
1 2 3 4","10","1
-1","-1","3
3 5 -3","8","5
-3 6 -6 -2 8","12","7
-7 -2 3 7 1 -6 -1","11"
"D-015-2","Best Subarray With One Skip Planner","Diamond","Dynamic Programming","A subarray is consecutive. You may delete at most one element from the chosen subarray; deleting nothing is allowed.","Print the maximum possible remaining sum. Print only the required result.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9
use 64-bit sums","1
1","1","1
1","1","4
1 -2 0 3","4","4
1 -2 -2 3","3","3
-1 -1 -1","-1","4
2 3 -2 4","9","4
-2 1 -2 1","2","5
8 -1 6 -7 3","16","4
1 2 3 4","10","1
-3","-3","3
-2 5 0","5","5
-1 -8 9 0 4","13","7
-1 3 -6 -4 -2 4 -6","4"
"D-015-3","Best Subarray With One Skip Checkpoint","Diamond","Dynamic Programming","A subarray is consecutive. You may delete at most one element from the chosen subarray; deleting nothing is allowed.","Print the maximum possible remaining sum. Treat each input as one independent scenario.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9
use 64-bit sums","1
1","1","1
1","1","4
1 -2 0 3","4","4
1 -2 -2 3","3","3
-1 -1 -1","-1","4
2 3 -2 4","9","4
-2 1 -2 1","2","5
8 -1 6 -7 3","16","4
1 2 3 4","10","1
3","3","3
1 -2 7","8","5
-8 7 -2 -9 8","13","7
-1 3 0 -6 6 2 -6","11"
"D-015-4","Best Subarray With One Skip Tracker","Diamond","Dynamic Programming","A subarray is consecutive. You may delete at most one element from the chosen subarray; deleting nothing is allowed.","Print the maximum possible remaining sum. Keep the input and output format exact.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9
use 64-bit sums","1
1","1","1
1","1","4
1 -2 0 3","4","4
1 -2 -2 3","3","3
-1 -1 -1","-1","4
2 3 -2 4","9","4
-2 1 -2 1","2","5
8 -1 6 -7 3","16","4
1 2 3 4","10","1
2","2","3
-1 6 -4","6","5
-3 -5 4 -7 -5","4","7
9 4 4 2 -9 2 2","23"
"D-015-5","Best Subarray With One Skip Verifier","Diamond","Dynamic Programming","A subarray is consecutive. You may delete at most one element from the chosen subarray; deleting nothing is allowed.","Print the maximum possible remaining sum. Use the same definition for all tests.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9
use 64-bit sums","1
1","1","1
1","1","4
1 -2 0 3","4","4
1 -2 -2 3","3","3
-1 -1 -1","-1","4
2 3 -2 4","9","4
-2 1 -2 1","2","5
8 -1 6 -7 3","16","4
1 2 3 4","10","1
-2","-2","3
-9 -3 -3","-3","5
-1 -3 1 7 0","8","7
4 -2 0 -2 8 8 0","18"
"D-016-1","Longest Palindromic Subsequence","Diamond","Dynamic Programming","A subsequence keeps character order but may skip characters. A palindrome reads the same forward and backward.","Print the length of the longest palindromic subsequence. Follow every stated tie rule.","Line 1: lowercase string S.","1 <= |S| <= 1000
S uses lowercase English letters","a","1","a","1","bbbab","4","cbbd","2","character","5","abcde","1","agbdba","5","aaaa","4","abca","3","bbc","2","babbcaa","4","ccc","3","ccbab","3"
"D-016-2","Longest Palindromic Subsequence Planner","Diamond","Dynamic Programming","A subsequence keeps character order but may skip characters. A palindrome reads the same forward and backward.","Print the length of the longest palindromic subsequence. Print only the required result.","Line 1: lowercase string S.","1 <= |S| <= 1000
S uses lowercase English letters","a","1","a","1","bbbab","4","cbbd","2","character","5","abcde","1","agbdba","5","aaaa","4","abca","3","c","1","aac","2","bccbc","4","bccbcbb","5"
"D-016-3","Longest Palindromic Subsequence Checkpoint","Diamond","Dynamic Programming","A subsequence keeps character order but may skip characters. A palindrome reads the same forward and backward.","Print the length of the longest palindromic subsequence. Treat each input as one independent scenario.","Line 1: lowercase string S.","1 <= |S| <= 1000
S uses lowercase English letters","a","1","a","1","bbbab","4","cbbd","2","character","5","abcde","1","agbdba","5","aaaa","4","abca","3","cca","2","bcccb","5","cacbbcc","6","b","1"
"D-016-4","Longest Palindromic Subsequence Tracker","Diamond","Dynamic Programming","A subsequence keeps character order but may skip characters. A palindrome reads the same forward and backward.","Print the length of the longest palindromic subsequence. Keep the input and output format exact.","Line 1: lowercase string S.","1 <= |S| <= 1000
S uses lowercase English letters","a","1","a","1","bbbab","4","cbbd","2","character","5","abcde","1","agbdba","5","aaaa","4","abca","3","c","1","bbc","2","abbac","4","babbaac","4"
"D-016-5","Longest Palindromic Subsequence Verifier","Diamond","Dynamic Programming","A subsequence keeps character order but may skip characters. A palindrome reads the same forward and backward.","Print the length of the longest palindromic subsequence. Use the same definition for all tests.","Line 1: lowercase string S.","1 <= |S| <= 1000
S uses lowercase English letters","a","1","a","1","bbbab","4","cbbd","2","character","5","abcde","1","agbdba","5","aaaa","4","abca","3","c","1","bca","1","caacc","4","aaaabab","5"
"D-017-1","Best Nonoverlap Reward","Diamond","Dynamic Programming","Each interval has a start, end, and reward. Two selected intervals may touch at an endpoint but may not overlap in their interiors.","Print the maximum total reward from nonoverlapping intervals. Follow every stated tie rule.","Line 1: N.
Next N lines: start end reward.","0 <= N <= 200000
start < end
reward: 0 to 10^9","0
","0","0
","0","1
1 2 5","5","2
1 3 5
2 5 6","6","2
1 2 5
2 3 6","11","3
1 4 5
2 3 10
4 5 7","17","3
1 3 4
3 5 4
0 6 10","10","3
1 2 2
2 4 4
4 6 6","12","4
1 10 100
2 3 10
3 4 10
4 5 10","100","1
6 7 2","2","2
2 6 5
2 5 7","7","4
8 12 5
6 7 8
1 2 0
8 10 6","14","1
7 11 4","4"
"D-017-2","Best Nonoverlap Reward Planner","Diamond","Dynamic Programming","Each interval has a start, end, and reward. Two selected intervals may touch at an endpoint but may not overlap in their interiors.","Print the maximum total reward from nonoverlapping intervals. Print only the required result.","Line 1: N.
Next N lines: start end reward.","0 <= N <= 200000
start < end
reward: 0 to 10^9","0
","0","0
","0","1
1 2 5","5","2
1 3 5
2 5 6","6","2
1 2 5
2 3 6","11","3
1 4 5
2 3 10
4 5 7","17","3
1 3 4
3 5 4
0 6 10","10","3
1 2 2
2 4 4
4 6 6","12","4
1 10 100
2 3 10
3 4 10
4 5 10","100","1
0 1 4","4","2
7 8 2
2 6 0","2","4
3 4 3
1 2 5
8 9 9
4 6 2","19","1
4 7 4","4"
"D-017-3","Best Nonoverlap Reward Checkpoint","Diamond","Dynamic Programming","Each interval has a start, end, and reward. Two selected intervals may touch at an endpoint but may not overlap in their interiors.","Print the maximum total reward from nonoverlapping intervals. Treat each input as one independent scenario.","Line 1: N.
Next N lines: start end reward.","0 <= N <= 200000
start < end
reward: 0 to 10^9","0
","0","0
","0","1
1 2 5","5","2
1 3 5
2 5 6","6","2
1 2 5
2 3 6","11","3
1 4 5
2 3 10
4 5 7","17","3
1 3 4
3 5 4
0 6 10","10","3
1 2 2
2 4 4
4 6 6","12","4
1 10 100
2 3 10
3 4 10
4 5 10","100","1
5 9 5","5","2
4 5 8
8 9 8","16","4
0 3 2
1 3 3
1 2 7
6 8 8","15","1
1 5 0","0"
"D-017-4","Best Nonoverlap Reward Tracker","Diamond","Dynamic Programming","Each interval has a start, end, and reward. Two selected intervals may touch at an endpoint but may not overlap in their interiors.","Print the maximum total reward from nonoverlapping intervals. Keep the input and output format exact.","Line 1: N.
Next N lines: start end reward.","0 <= N <= 200000
start < end
reward: 0 to 10^9","0
","0","0
","0","1
1 2 5","5","2
1 3 5
2 5 6","6","2
1 2 5
2 3 6","11","3
1 4 5
2 3 10
4 5 7","17","3
1 3 4
3 5 4
0 6 10","10","3
1 2 2
2 4 4
4 6 6","12","4
1 10 100
2 3 10
3 4 10
4 5 10","100","1
3 4 1","1","2
2 3 4
2 5 8","8","4
2 4 2
6 7 7
7 11 6
2 5 3","16","1
1 2 8","8"
"D-017-5","Best Nonoverlap Reward Verifier","Diamond","Dynamic Programming","Each interval has a start, end, and reward. Two selected intervals may touch at an endpoint but may not overlap in their interiors.","Print the maximum total reward from nonoverlapping intervals. Use the same definition for all tests.","Line 1: N.
Next N lines: start end reward.","0 <= N <= 200000
start < end
reward: 0 to 10^9","0
","0","0
","0","1
1 2 5","5","2
1 3 5
2 5 6","6","2
1 2 5
2 3 6","11","3
1 4 5
2 3 10
4 5 7","17","3
1 3 4
3 5 4
0 6 10","10","3
1 2 2
2 4 4
4 6 6","12","4
1 10 100
2 3 10
3 4 10
4 5 10","100","1
5 6 0","0","2
1 2 9
3 7 7","16","4
3 5 1
0 4 3
7 10 8
6 8 7","11","1
4 7 8","8"
"D-018-1","Minimum Interval Points","Diamond","Greedy","A point hits an interval when it lies between its inclusive endpoints. One point may hit many overlapping intervals.","Print the minimum number of points needed to hit every interval. Follow every stated tie rule.","Line 1: N.
Next N lines: inclusive start end.","0 <= N <= 200000
start <= end
coordinates: -10^9 to 10^9","0
","0","0
","0","1
1 2","1","2
1 2
2 3","1","4
1 6
2 8
7 12
10 16","2","2
1 2
3 4","2","3
1 10
2 3
4 5","2","2
1 1
1 1","1","3
0 5
1 4
2 3","1","1
5 8","1","2
0 3
-3 -3","2","4
1 5
8 8
2 7
7 9","2","1
4 8","1"
"D-018-2","Minimum Interval Points Planner","Diamond","Greedy","A point hits an interval when it lies between its inclusive endpoints. One point may hit many overlapping intervals.","Print the minimum number of points needed to hit every interval. Print only the required result.","Line 1: N.
Next N lines: inclusive start end.","0 <= N <= 200000
start <= end
coordinates: -10^9 to 10^9","0
","0","0
","0","1
1 2","1","2
1 2
2 3","1","4
1 6
2 8
7 12
10 16","2","2
1 2
3 4","2","3
1 10
2 3
4 5","2","2
1 1
1 1","1","3
0 5
1 4
2 3","1","1
5 7","1","2
5 6
1 1","2","4
6 7
-4 0
1 4
4 9","3","1
7 7","1"
"D-018-3","Minimum Interval Points Checkpoint","Diamond","Greedy","A point hits an interval when it lies between its inclusive endpoints. One point may hit many overlapping intervals.","Print the minimum number of points needed to hit every interval. Treat each input as one independent scenario.","Line 1: N.
Next N lines: inclusive start end.","0 <= N <= 200000
start <= end
coordinates: -10^9 to 10^9","0
","0","0
","0","1
1 2","1","2
1 2
2 3","1","4
1 6
2 8
7 12
10 16","2","2
1 2
3 4","2","3
1 10
2 3
4 5","2","2
1 1
1 1","1","3
0 5
1 4
2 3","1","1
-5 -3","1","2
-3 -1
-2 3","1","4
-3 2
1 3
-3 2
8 13","2","1
-3 2","1"
"D-018-4","Minimum Interval Points Tracker","Diamond","Greedy","A point hits an interval when it lies between its inclusive endpoints. One point may hit many overlapping intervals.","Print the minimum number of points needed to hit every interval. Keep the input and output format exact.","Line 1: N.
Next N lines: inclusive start end.","0 <= N <= 200000
start <= end
coordinates: -10^9 to 10^9","0
","0","0
","0","1
1 2","1","2
1 2
2 3","1","4
1 6
2 8
7 12
10 16","2","2
1 2
3 4","2","3
1 10
2 3
4 5","2","2
1 1
1 1","1","3
0 5
1 4
2 3","1","1
-1 4","1","2
2 5
-3 -1","2","4
3 4
-1 2
8 11
2 4","3","1
2 2","1"
"D-018-5","Minimum Interval Points Verifier","Diamond","Greedy","A point hits an interval when it lies between its inclusive endpoints. One point may hit many overlapping intervals.","Print the minimum number of points needed to hit every interval. Use the same definition for all tests.","Line 1: N.
Next N lines: inclusive start end.","0 <= N <= 200000
start <= end
coordinates: -10^9 to 10^9","0
","0","0
","0","1
1 2","1","2
1 2
2 3","1","4
1 6
2 8
7 12
10 16","2","2
1 2
3 4","2","3
1 10
2 3
4 5","2","2
1 1
1 1","1","3
0 5
1 4
2 3","1","1
4 7","1","2
-3 2
7 7","2","4
-2 2
7 11
-2 2
6 8","2","2
-1 0
5 6","2"
"D-019-1","Circular Fuel Start","Diamond","Greedy","At station i, you gain gas[i] fuel and spend cost[i] to reach the next station. The route wraps from the last station back to the first.","Print the smallest valid 0-based start index that completes the route, or -1 if none exists. Follow every stated tie rule.","Line 1: N.
Line 2: N gas values.
Line 3: N cost values.","1 <= N <= 200000
values: 0 to 10^9","1
1
1","0","1
1
1","0","5
1 2 3 4 5
3 4 5 1 2","3","3
2 3 4
3 4 3","-1","1
5
4","0","5
4 4 1 5 1
1 5 3 1 2","0","3
1 1 1
1 1 1","0","3
0 5 0
1 0 1","1","3
2 2 2
1 2 3","0","1
6
4","0","2
0 1
2 1","-1","3
3 0 6
3 5 6","-1","5
2 3 4 5 3
4 1 6 2 3","1"
"D-019-2","Circular Fuel Start Planner","Diamond","Greedy","At station i, you gain gas[i] fuel and spend cost[i] to reach the next station. The route wraps from the last station back to the first.","Print the smallest valid 0-based start index that completes the route, or -1 if none exists. Print only the required result.","Line 1: N.
Line 2: N gas values.
Line 3: N cost values.","1 <= N <= 200000
values: 0 to 10^9","1
1
1","0","1
1
1","0","5
1 2 3 4 5
3 4 5 1 2","3","3
2 3 4
3 4 3","-1","1
5
4","0","5
4 4 1 5 1
1 5 3 1 2","0","3
1 1 1
1 1 1","0","3
0 5 0
1 0 1","1","3
2 2 2
1 2 3","0","1
4
0","0","2
0 4
2 3","-1","3
2 5 3
4 4 5","-1","5
1 1 2 4 2
4 6 1 2 5","-1"
"D-019-3","Circular Fuel Start Checkpoint","Diamond","Greedy","At station i, you gain gas[i] fuel and spend cost[i] to reach the next station. The route wraps from the last station back to the first.","Print the smallest valid 0-based start index that completes the route, or -1 if none exists. Treat each input as one independent scenario.","Line 1: N.
Line 2: N gas values.
Line 3: N cost values.","1 <= N <= 200000
values: 0 to 10^9","1
1
1","0","1
1
1","0","5
1 2 3 4 5
3 4 5 1 2","3","3
2 3 4
3 4 3","-1","1
5
4","0","5
4 4 1 5 1
1 5 3 1 2","0","3
1 1 1
1 1 1","0","3
0 5 0
1 0 1","1","3
2 2 2
1 2 3","0","1
0
3","-1","2
1 0
1 0","0","3
2 2 2
2 5 5","-1","5
0 3 6 6 4
2 0 6 6 0","1"
"D-019-4","Circular Fuel Start Tracker","Diamond","Greedy","At station i, you gain gas[i] fuel and spend cost[i] to reach the next station. The route wraps from the last station back to the first.","Print the smallest valid 0-based start index that completes the route, or -1 if none exists. Keep the input and output format exact.","Line 1: N.
Line 2: N gas values.
Line 3: N cost values.","1 <= N <= 200000
values: 0 to 10^9","1
1
1","0","1
1
1","0","5
1 2 3 4 5
3 4 5 1 2","3","3
2 3 4
3 4 3","-1","1
5
4","0","5
4 4 1 5 1
1 5 3 1 2","0","3
1 1 1
1 1 1","0","3
0 5 0
1 0 1","1","3
2 2 2
1 2 3","0","1
3
2","0","2
3 6
0 5","0","3
6 0 2
0 3 1","0","5
5 3 0 1 5
4 4 5 3 1","-1"
"D-019-5","Circular Fuel Start Verifier","Diamond","Greedy","At station i, you gain gas[i] fuel and spend cost[i] to reach the next station. The route wraps from the last station back to the first.","Print the smallest valid 0-based start index that completes the route, or -1 if none exists. Use the same definition for all tests.","Line 1: N.
Line 2: N gas values.
Line 3: N cost values.","1 <= N <= 200000
values: 0 to 10^9","1
1
1","0","1
1
1","0","5
1 2 3 4 5
3 4 5 1 2","3","3
2 3 4
3 4 3","-1","1
5
4","0","5
4 4 1 5 1
1 5 3 1 2","0","3
1 1 1
1 1 1","0","3
0 5 0
1 0 1","1","3
2 2 2
1 2 3","0","1
3
6","-1","2
1 1
3 0","-1","3
5 3 3
5 5 0","2","5
2 2 3 4 1
6 1 2 6 5","-1"
"D-020-1","Minimum Starting Health","Diamond","Greedy","Health changes by each room’s signed value. Health must stay at least 1 after every room.","Print the smallest initial health that survives the whole sequence. Follow every stated tie rule.","Line 1: N.
Line 2: N room changes.","1 <= N <= 200000
changes: -10^9 to 10^9
use 64-bit values","1
0","1","1
0","1","1
-1","2","3
1 -2 3","2","2
-2 -3","6","3
-5 10 -5","6","3
1 1 1","1","4
-1 2 -1 2","2","4
-10 20 -30 40","21","1
-2","3","2
-7 -8","16","3
8 0 -2","1","5
-8 1 -1 0 -5","14"
"D-020-2","Minimum Starting Health Planner","Diamond","Greedy","Health changes by each room’s signed value. Health must stay at least 1 after every room.","Print the smallest initial health that survives the whole sequence. Print only the required result.","Line 1: N.
Line 2: N room changes.","1 <= N <= 200000
changes: -10^9 to 10^9
use 64-bit values","1
0","1","1
0","1","1
-1","2","3
1 -2 3","2","2
-2 -3","6","3
-5 10 -5","6","3
1 1 1","1","4
-1 2 -1 2","2","4
-10 20 -30 40","21","1
8","1","2
4 4","1","3
4 9 -6","1","5
1 3 9 -1 -2","1"
"D-020-3","Minimum Starting Health Checkpoint","Diamond","Greedy","Health changes by each room’s signed value. Health must stay at least 1 after every room.","Print the smallest initial health that survives the whole sequence. Treat each input as one independent scenario.","Line 1: N.
Line 2: N room changes.","1 <= N <= 200000
changes: -10^9 to 10^9
use 64-bit values","1
0","1","1
0","1","1
-1","2","3
1 -2 3","2","2
-2 -3","6","3
-5 10 -5","6","3
1 1 1","1","4
-1 2 -1 2","2","4
-10 20 -30 40","21","1
-7","8","2
-2 -7","10","3
-2 4 6","3","5
3 -4 7 -8 4","3"
"D-020-4","Minimum Starting Health Tracker","Diamond","Greedy","Health changes by each room’s signed value. Health must stay at least 1 after every room.","Print the smallest initial health that survives the whole sequence. Keep the input and output format exact.","Line 1: N.
Line 2: N room changes.","1 <= N <= 200000
changes: -10^9 to 10^9
use 64-bit values","1
0","1","1
0","1","1
-1","2","3
1 -2 3","2","2
-2 -3","6","3
-5 10 -5","6","3
1 1 1","1","4
-1 2 -1 2","2","4
-10 20 -30 40","21","1
-8","9","2
-6 7","7","3
9 -1 7","1","5
-6 -9 8 -1 -9","18"
"D-020-5","Minimum Starting Health Verifier","Diamond","Greedy","Health changes by each room’s signed value. Health must stay at least 1 after every room.","Print the smallest initial health that survives the whole sequence. Use the same definition for all tests.","Line 1: N.
Line 2: N room changes.","1 <= N <= 200000
changes: -10^9 to 10^9
use 64-bit values","1
0","1","1
0","1","1
-1","2","3
1 -2 3","2","2
-2 -3","6","3
-5 10 -5","6","3
1 1 1","1","4
-1 2 -1 2","2","4
-10 20 -30 40","21","1
5","1","2
8 -7","1","3
2 -4 6","3","5
5 4 7 5 -3","1"
"D-021-1","Maximum Product Segment","Diamond","Dynamic Programming","A subarray is a non-empty consecutive segment. Negative values can turn a small negative product into a large positive product.","Print the maximum product of any non-empty subarray. Follow every stated tie rule.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10 to 10
product fits signed 64-bit","1
1","1","1
1","1","4
2 3 -2 4","6","3
-2 0 -1","0","3
-2 3 -4","24","2
0 0","0","3
-1 -2 -3","6","1
-1","-1","5
2 -5 -2 -4 3","24","1
3","3","2
0 1","1","4
-2 -3 -2 3","18","6
-3 1 4 0 2 -1","4"
"D-021-2","Maximum Product Segment Planner","Diamond","Dynamic Programming","A subarray is a non-empty consecutive segment. Negative values can turn a small negative product into a large positive product.","Print the maximum product of any non-empty subarray. Print only the required result.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10 to 10
product fits signed 64-bit","1
1","1","1
1","1","4
2 3 -2 4","6","3
-2 0 -1","0","3
-2 3 -4","24","2
0 0","0","3
-1 -2 -3","6","1
-1","-1","5
2 -5 -2 -4 3","24","1
0","0","2
-2 2","2","4
0 -1 1 3","3","6
-4 -4 -4 -1 3 3","576"
"D-021-3","Maximum Product Segment Checkpoint","Diamond","Dynamic Programming","A subarray is a non-empty consecutive segment. Negative values can turn a small negative product into a large positive product.","Print the maximum product of any non-empty subarray. Treat each input as one independent scenario.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10 to 10
product fits signed 64-bit","1
1","1","1
1","1","4
2 3 -2 4","6","3
-2 0 -1","0","3
-2 3 -4","24","2
0 0","0","3
-1 -2 -3","6","1
-1","-1","5
2 -5 -2 -4 3","24","1
4","4","2
1 -3","1","4
-4 -1 1 0","4","6
-4 3 -3 3 0 3","108"
"D-021-4","Maximum Product Segment Tracker","Diamond","Dynamic Programming","A subarray is a non-empty consecutive segment. Negative values can turn a small negative product into a large positive product.","Print the maximum product of any non-empty subarray. Keep the input and output format exact.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10 to 10
product fits signed 64-bit","1
1","1","1
1","1","4
2 3 -2 4","6","3
-2 0 -1","0","3
-2 3 -4","24","2
0 0","0","3
-1 -2 -3","6","1
-1","-1","5
2 -5 -2 -4 3","24","1
4","4","2
2 2","4","4
0 3 2 4","24","6
-3 0 0 -1 -2 -1","2"
"D-021-5","Maximum Product Segment Verifier","Diamond","Dynamic Programming","A subarray is a non-empty consecutive segment. Negative values can turn a small negative product into a large positive product.","Print the maximum product of any non-empty subarray. Use the same definition for all tests.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10 to 10
product fits signed 64-bit","1
1","1","1
1","1","4
2 3 -2 4","6","3
-2 0 -1","0","3
-2 3 -4","24","2
0 0","0","3
-1 -2 -3","6","1
-1","-1","5
2 -5 -2 -4 3","24","1
-2","-2","2
4 3","12","4
-3 -1 4 0","12","6
-2 2 -4 -1 2 0","16"
"D-022-1","Kth Pair Distance","Diamond","Binary Search","The distance of an unordered pair is the absolute difference of its values. Sort all pair distances with repeats included.","Print the Kth smallest pair distance. Follow every stated tie rule.","Line 1: N K.
Line 2: N integers.","2 <= N <= 200000
1 <= K <= N(N-1)/2
values: -10^9 to 10^9","3 1
1 3 1","0","3 1
1 3 1","0","3 2
1 1 1","0","3 3
1 6 1","5","2 1
1 2","1","3 2
1 4 7","3","4 4
0 5 10 15","10","4 5
2 2 3 3","1","6 7
10 1 2 7 1 3","3","2 1
-4 -5","1","3 3
-9 2 0","11","4 4
3 -4 -1 -6","5","6 7
8 -5 1 0 9 7","6"
"D-022-2","Kth Pair Distance Planner","Diamond","Binary Search","The distance of an unordered pair is the absolute difference of its values. Sort all pair distances with repeats included.","Print the Kth smallest pair distance. Print only the required result.","Line 1: N K.
Line 2: N integers.","2 <= N <= 200000
1 <= K <= N(N-1)/2
values: -10^9 to 10^9","3 1
1 3 1","0","3 1
1 3 1","0","3 2
1 1 1","0","3 3
1 6 1","5","2 1
1 2","1","3 2
1 4 7","3","4 4
0 5 10 15","10","4 5
2 2 3 3","1","6 7
10 1 2 7 1 3","3","2 1
-2 8","10","3 3
-6 7 9","15","4 3
-8 4 -9 -6","3","6 7
6 0 -2 7 7 5","2"
